GENE_SYMBOL	ID_REF	GSM32828	GSM32829
Snx6	97839_at	4638.6	4269.9
Chmp2a	97841_at	3102.3	4428.1
Rgs2	97844_at	849.4	741.6
Wdr5	97845_at	116	419.6
Cdc5l	97846_at	2260	1661.9
Rbmx	97847_at	537.4	840.4
Rbmx	97848_at	45.6	10.2
Cav1	97849_at	375.6	385.7
Psip1	97853_at	983.9	1014.9
Zdhhc3	97857_at	782.2	1180.2
Inpp5a	97858_at	2346.5	1961.5
Inpp5a	97859_at	1667.9	793.1
Nap1l4	97860_at	1908.9	2279.3
Tmem111	97862_s_at	1531.4	2061.7
Hgsnat	97863_at	2276.6	1797.2
Fam32a	97864_at	1503	775.4
Fam32a	97865_g_at	2923.4	2770.1
Fam32a	97866_at	2455.7	2239.9
Hsd11b1	97867_at	481	269.3
Dnaja3	97868_at	1594.7	1068.9
Etfdh	97869_at	525.3	469
Ero1l	97870_s_at	1678.3	608.9
Ero1l	97871_at	1639.1	694
Ndufv3	97874_at	1431.4	2258.5
Adrm1	97875_at	2291.5	2172.8
Vps29	97876_at	3649.8	2643.8
Dlst	97880_at	2259.7	1935.5
Sec61a1	97882_at	5637	7746.4
Mrps11	97884_at	893.4	875.8
Tmem176b	97885_at	7686.2	10591.1
Spr	97886_at	1086.5	977.7
Apoc2	97887_at	205.5	445.3
Pgap2	97888_at	395.4	280
Fabp2	97889_at	26.4	96
Sgk1	97890_at	17673.7	12612.9
Sac3d1	97891_at	592.5	853.2
Brd8	97892_at	467.6	599.2
Tbpl1	97893_at	589.4	336.5
Vars	97894_at	2168.3	2266.3
Hat1	97895_f_at	6408.6	12387.1
Hat1	97896_r_at	2074.7	2642.9
C78339	97897_at	1571.4	1904.1
Txndc9	97900_at	1567.4	1629.1
Ubtf	97901_at	1580.7	2253.9
Tsen34	97903_at	4021	4499.5
Actr3	97904_at	8218.1	9840.1
Siah2	97906_at	450.8	730.3
Lsm7	97907_at	2223.4	1468.6
Rmnd5a	97908_at	1428	1178
Stmn1	97909_at	7627.1	10896.1
0910001L09Rik	97911_at	2435.6	2229.9
Tspan3	97912_at	36.9	16.1
Hspa9	97914_at	6053.4	4369.5
Plekhb2	97915_at	1085.4	1282.4
5730494N06Rik	97916_at	2655.1	2090.3
Bloc1s1	97917_at	2173.8	1689.3
Rell1	97918_at	873.9	897
Prpf38b	97919_at	592.3	549.9
Agrn	97921_at	2002.3	1440.4
Cyb5r4	97922_at	2140.8	2113.4
Herc1	97923_at	725.7	771.4
Gne	97924_at	499	671.6
Csnk1e	97925_at	1755	2307
Rhog	97927_at	1058.2	691.7
Cln6	97928_at	645.3	607.7
Psmd9	97929_r_at	1938.3	1537.4
Cd151	97930_f_at	9379	9386.9
Cd151	97932_f_at	8152.2	10267.6
2010111I01Rik	97933_at	2927.1	3365.2
Galnt1	97934_at	1231.2	1413.9
Msl1	97935_at	1183.7	1318
Zfp746	97936_at	30	23.8
Klf5	97937_at	79.9	270.9
Tmx1	97939_at	2321.1	3623.7
Prl3d1	97940_at	129	187.4
Capn6	97943_at	673.9	510.8
A130082M07Rik	97944_f_at	399.8	355
Prl7a2	97946_at	73.3	137.9
Adam10	97947_at	2647.4	2083.2
Rb1	97948_at	669.7	369.7
Xdh	97950_at	3943.8	2263.5
Tsc2	97951_s_at	1381.1	1902.1
Tsc2	97953_g_at	898.4	721.4
Tyrp1	97955_at	33.3	16.2
Slc27a4	97957_at	353	635.2
Zmynd8	97958_at	59.2	66.2
Usp22	97960_at	1830.8	752.3
Synj2	97962_at	294.1	259.2
Sipa1	97963_at	187.2	234.2
Fkbp11	97964_at	1843.4	2756.6
Pla2g6	97965_at	43.3	369.8
Ncoa5	97966_at	394	362
Plxnd1	97967_at	2068.2	1100.4
Nr1h4	97969_at	252.2	94
Mfi2	97970_at	151.4	214.1
Phkg2	97971_at	565.9	346.3
Rnf103	97972_at	700.2	653.1
Zfpm1	97974_at	578.2	155.8
Nfatc3	97975_at	1130	924.8
Ktn1	97976_at	541.4	397.2
Ntn1	97977_at	3591.3	4369.6
Ppp1r7	97979_at	1353.8	1534.8
Ltbr	97980_at	1587.9	1948.4
Emid2	97982_at	201	177.3
Stxbp1	97983_s_at	2496.5	1667.5
Klc1	97984_i_at	1780.6	2037.9
Klc1	97985_f_at	3278.9	3740.3
Ppp3cb	97989_at	205.7	357.3
Myh11	97990_at	55.6	30.6
Kras	97991_at	476.7	588.4
Smg5	97992_at	252.9	235.2
Uros	97993_at	436.2	486.5
Tcf7	97994_at	620.3	814.9
Tcf7	97995_at	380.1	384.6
Papola	97996_at	28.1	111.8
Sfrp1	97997_at	295.8	227.8
Atn1	97998_at	108.3	24.5
Muc13	98000_at	217.2	131.2
Arhgef1	98001_at	416	638.8
Irf8	98002_at	69.4	245.7
Lilrb3	98003_at	127.6	159.4
Pkia	98004_at	911	366.4
Pkia	98005_at	1172.1	443.3
Pola2	98006_at	507.9	1008
Rps6ka2	98007_at	255.9	363.2
Cx3cl1	98008_at	9958.3	7269.2
Gabbr1	98011_at	588.9	250.1
D15Ertd621e	98013_at	1723.2	837
Scamp3	98015_at	1887.7	1572.8
Larp7	98016_at	250.4	314.9
Procr	98018_at	184.3	199.3
Drg1	98020_at	3404.2	3080.5
Polr1e	98021_at	719.3	950.3
Pcsk7	98022_at	582.5	381.3
Nfyb	98024_at	1217.7	789.9
Evi2a	98025_at	483.4	252.4
Evi2a	98026_g_at	571.9	419.2
Col9a2	98027_at	575.1	337.2
Twist1	98028_at	1571	2373.9
3110056O03Rik	98029_at	325	308.5
Trim30a	98030_at	273.4	143.2
Bok	98031_at	2433.2	2860.8
Zfp35	98032_at	578.1	549
Plbd1	98033_at	116.6	117.5
Marveld1	98036_at	2316.3	2236
Hbxip	98037_at	2281.4	2347.6
Hmgb3	98038_at	5935.2	5455.9
2410015M20Rik	98039_at	3401.4	3577.2
Tcf3	98040_at	490.8	205.4
Scpep1	98042_at	4111.7	3418.7
Dab2	98044_at	650.3	457.3
Dab2	98045_s_at	2702	1396.1
Ubr7	98047_at	1102.2	1926.5
Srsf10	98048_at	706.8	389
Ftsjd2	98049_at	782.1	1009.6
Ric8	98051_at	1192.9	1554.5
Bet1l	98052_at	344.1	280.1
Ywhab	98053_at	4019.7	8420.6
Blcap	98055_at	683.9	530.4
Phlda3	98056_at	5505.2	4885.9
Rnf166	98057_at	541.2	1016.9
Lmna	98059_s_at	24217.6	22422.3
Lmna	98060_at	1698.3	1683.3
Nudt16l1	98061_at	943	1067
Aamp	98064_at	5674.9	3845.4
Ormdl3	98065_at	1231.2	1042.4
Brd2	98066_r_at	1244.6	705.1
Cdkn1a	98067_at	1218.6	600.5
Suds3	98069_s_at	918.8	1180.5
Suds3	98070_at	927.8	1873.9
Dck	98071_f_at	2784.6	3282.2
Dck	98072_r_at	223	278.8
Cux1	98073_at	921.6	1583.4
Cdc123	98075_at	3031.7	3588.5
Erp29	98076_at	1811.4	2907.6
Snrpd3	98077_at	2552.4	1663.4
Aph1a	98078_at	731.5	960.4
Polr1d	98081_at	1870.6	1712.7
Klf6	98083_at	2331	2025.6
Arl2bp	98084_at	9466.9	10248.9
Rps28	98085_f_at	50273.5	65382.5
Rps28	98086_r_at	49.9	377.2
Tbk1	98087_at	934.6	824.1
Cd14	98088_at	6512.9	2981.6
Llph	98089_at	435.4	234
Krr1	98090_at	244.7	35.9
Plac8	98092_at	209.5	216.7
Amfr	98094_f_at	1768.1	1683.6
Nudt9	98099_at	2339.3	2401.3
Gtf2a2	98101_at	1298.4	1473.6
Pdha1	98102_at	7356.4	4569.8
Atp6v0b	98104_at	3477.1	2809.6
Timm44	98106_at	1176.4	970.7
Coro1c	98107_at	5867.3	5196.9
Mrpl55	98109_at	281	311.3
Mdm2	98110_at	2497	1584.5
Hsph1	98111_at	4475.3	2061.4
Lap3	98112_r_at	137.4	43.7
Psmb1	98113_at	8485.6	10730.9
Npc1	98114_at	890.3	1122.9
Ndufa1	98117_at	273.8	297.9
Mrpl27	98120_at	4856.5	6398.5
Fnta	98121_at	2138.4	2506.8
Lmo4	98122_at	2741.7	3451
0610011F06Rik	98124_at	1093.1	824.3
Tm2d3	98125_at	478.3	600.6
Atp2a1	98126_s_at	71.4	217.9
Capza2	98127_at	3067.1	1998.7
Atp5j	98128_at	5229.2	5800.1
Tmsb10	98129_at	25871.4	34287.7
Txn2	98130_at	4268	5276.4
Cryz	98131_at	660.6	530
Cycs	98132_at	1024.2	1273.3
Calb1	98133_at	49.7	60.7
2610101N10Rik	98134_at	360.5	217.5
Sms	98136_at	2503.2	1984.2
Car5a	98137_at	45.9	163.5
Rpl7l1	98138_at	634.1	709.2
Vdac1	98139_at	131.8	56.2
Cdh1	98140_at	492	645.4
Eif5b	98141_at	118.4	184.5
Eif5b	98142_at	663.2	510
Fut8	98143_at	2268.4	1346.5
Tspan31	98144_f_at	2764.3	2897.8
Nup88	98146_at	2305.3	2274
Usp5	98147_at	3227.6	2648.4
Rps4y2	98148_at	62.1	63.2
Rab11b	98150_at	2535.8	3309.5
Ctnnd1	98151_s_at	1488.3	1040.7
Ctnnd1	98152_at	4453.2	3459.8
Cct3	98153_at	4038.2	3818.8
Gtf3c2	98154_at	759.9	294
Rpl7a	98168_at	29075.3	31203.9
Fzd3	98169_s_at	342.4	362.8
98245_at	299.6	291
Ikzf4	98277_at	523.9	533.8
Spry4	98278_at	968.4	833.7
Insrr	98279_at	2.1	308.4
98281_at	22.4	62.8
Xrn1	98283_at	315	281.2
Zfp146	98285_at	356	300.2
Ly6g6d	98286_at	768.3	516.6
Elf4	98289_at	304.5	423.7
Plcg1	98290_at	323.5	445
B3galt6	98291_at	803.6	880
Gsbs	98292_at	148.3	90.2
Dpysl2	98298_at	333.4	375.5
Tectb	98301_at	45.2	18
Scn10a	98302_at	40.5	39.2
Cep110	98303_at	190.4	556
Foxm1	98305_at	804.4	1136.2
Foxm1	98306_g_at	1925.4	2626.6
Myh1	98308_at	26.4	111.6
Ccbp2	98309_at	96.4	27.2
Znrf4	98310_at	406.9	242.6
Pmfbp1	98311_at	136.7	193.3
Tecta	98315_at	270.4	351.8
Phox2b	98317_at	12.7	7.6
Dsg2	98319_at	62	86
Cyp26a1	98320_at	136.8	44.8
Slc22a5	98322_at	105.8	156.8
Foxa3	98324_at	58	123.9
Pfkfb2	98329_at	101.1	124.6
Zic3	98330_at	407	422.5
Col3a1	98331_at	618.9	446.5
Rfc1	98335_at	970.3	680.7
Rfc1	98336_s_at	140.1	63.9
En2	98338_at	259.5	452.8
AA407331	98340_at	77	51.5
Mybbp1a	98341_f_at	298.3	123.7
Rpl10	98342_at	33540.5	42564.1
Tsku	98346_at	456.7	1035.6
Fzd3	98348_at	111.5	98.9
Il6st	98349_at	1756.1	1119.7
Sstr2	98350_at	151.6	178.5
Ptcra	98354_at	311.8	295
Gpr133	98355_at	441.1	299
Adcy9	98356_at	470.1	281.5
AA545190	98357_at	84.7	402.1
Adcyap1r1	98362_s_at	138.2	162.6
Nxph2	98363_at	59	212.7
Itgav	98366_at	883.7	534.8
Hoxd3	98367_at	10.6	300.9
Prkg2	98368_at	585.5	589.4
Gm10845	98369_f_at	4510.8	6384.1
Upk2	98370_at	497	614.8
Rfwd2	98379_r_at	2174.6	2494.3
Prpmp5	98382_f_at	60.7	106.6
Ptpn14	98385_at	715	604.3
Cacna1c	98386_s_at	365.1	655
Impdh1	98390_at	475.9	533.4
Dlx1	98394_at	1032.6	1605.3
Blzf1	98397_at	342.5	312
Apobec1	98398_s_at	816.2	621.8
Cenpk	98400_at	517.2	931.2
Macf1	98402_at	2376.9	1883.3
Gnl1	98403_at	1015.1	1215.7
U2af2	98404_at	7392.5	11885.9
Serpinb9	98405_at	1385.7	878.5
Ccl5	98406_at	16.3	174
Efnb1	98407_at	397.8	473.5
Hhex	98408_at	21.4	3
Myo1b	98409_at	72	58.2
Irgm2	98410_at	1759.3	512.9
Crlf3	98415_at	1229.2	1127.9
Traf2	98416_at	1616.8	1362.9
Mx1	98417_at	203.8	129.1
Dvl1	98418_at	2285	2310.6
Meox1	98419_at	251.5	199.2
Gjb2	98423_at	75	181.3
Ptpn13	98424_at	406.1	613.3
Ppt2	98426_at	169.5	496
Nfkb1	98427_s_at	4250.2	5518.1
Spast	98428_at	164	281
Lypla2	98429_at	4079.9	2983.1
Med22	98430_at	194.6	452.1
Dusp12	98431_at	400.2	587.2
X99384	98432_at	158.9	78.2
Bid	98433_at	1573.1	1462.8
Arhgef7	98434_at	1040.5	1095.6
Adssl1	98435_at	41.7	117.3
Casp3	98436_s_at	3454	2046.4
Casp3	98437_at	4867.4	3409.2
Rps6kb1	98439_at	409.1	550.9
Ptgr1	98440_at	3164.7	3630
Fmr1	98441_at	1326.9	1238.6
Lep	98443_at	840.5	886.4
Gga1	98445_at	741.8	893.4
Cct3	98446_s_at	5331.5	4424.4
Cebpa	98447_at	942.8	1006.6
Casc3	98448_at	58.4	45.4
Sart1	98449_at	614.3	574.2
Dnajb2	98451_at	679.3	852.4
Flt1	98452_at	492.7	487.9
Palm	98454_at	866.1	2242.2
Atf2	98455_at	1837	1727.8
Stk19	98456_at	418.3	288.1
1190007F08Rik	98458_at	30.4	93.9
Shmt1	98459_at	104.3	366.6
Fto	98460_at	1708.9	2369.7
Klc4	98461_at	798	823.4
Smarca4	98463_at	2297.9	2722
Ankrd40	98464_at	836.2	350.7
Ifi204	98465_f_at	2978.1	2644.4
Ifi204	98466_r_at	279.9	381.9
Brd1	98468_r_at	246	331.2
Aurkb	98469_at	228.2	1122.3
Slc25a14	98470_at	208	28
Kifc1	98471_f_at	155.9	771.5
Arg2	98473_at	72.8	59.2
Tnfaip6	98474_r_at	71.3	51.8
Matn2	98475_at	4344.8	3170.1
Ccng2	98478_at	1678.3	1408.4
Masp2	98481_at	160.4	44.3
Cacnb3	98483_at	2971.1	2514.1
Ica1	98484_at	135.9	204.7
Stmn4	98486_at	273.9	588.6
Dlgap5	98489_at	784.4	1041.9
Arl8b	98490_at	1073.2	330
Arl8b	98491_at	934.5	1253.8
Cmtm7	98492_at	3070.8	3975.2
3200002M19Rik	98493_at	515.3	785
5033414D02Rik	98495_at	1105.8	1966.1
Gys1	98496_at	2268.5	1939.4
Casp7	98498_at	775	658.4
Casp7	98499_s_at	478.7	516
Il1rl1	98500_at	3554.9	541.1
Il1rl1	98501_at	15143.1	2735.7
Dusp19	98502_at	819.9	701.3
Evi5	98503_at	797.5	498
Rock2	98504_at	2568.5	1447.8
Cpox	98505_i_at	922.5	1496.7
Cpox	98506_r_at	187.3	272.5
Nr1d1	98507_at	646.1	666.1
Ppap2a	98508_s_at	4904.5	2837.7
Ap1ar	98509_at	2693.6	2281.1
Raly	98511_at	805.1	945.7
Banp	98512_at	263.4	576.7
Mlst8	98513_at	702.2	937.2
Tfpi	98514_at	150.3	231.3
Gtf2e2	98515_at	1137.3	1001
BC056474	98516_at	3576.7	5682.6
Crct1	98518_f_at	27.1	15.8
Vamp3	98521_at	2302.4	2049
Psmd8	98522_at	4099.5	3878.3
Rps29	98523_at	169	370.3
LOC100502615	98524_f_at	245.5	458.3
Erdr1	98525_f_at	2020.2	2563.9
Dci	98527_at	898.8	1055.5
Gas5	98530_at	284.2	39.3
Gas5	98531_g_at	4749.2	3890.9
Cdk2ap1	98532_at	6711.4	8403.7
Cyb5	98533_at	8596.4	7880.3
Sap18	98534_at	149	329.3
Comt1	98535_at	4769.7	6775.8
2610507B11Rik	98538_at	2353.2	1656.5
Cops2	98539_at	1431.6	877.2
Cops2	98540_g_at	4004.7	2556.9
Ctss	98543_at	27.5	78.6
Guk1	98544_at	2488	2821
Phb2	98545_at	4667	3396.4
Mrps12	98547_at	1299.2	1434.4
Vtn	98549_at	105.2	169.6
Set	98550_at	1847.3	3990.8
Pmf1	98552_at	119.6	559.5
Slmap	98553_at	1967	1570
Ndrg3	98554_at	364.6	510.2
Ttc3	98555_at	1857.9	2456.2
Psmb4	98557_f_at	8552.3	8672.1
Smtn	98559_at	214.5	531.9
Cltb	98560_at	739	553.3
Tnni1	98561_at	139.9	234.2
Mcrs1	98563_f_at	1760.8	1866.8
Rps26	98564_f_at	26434.5	29900.1
Slc25a25	98569_at	129.2	551
Naca	98571_s_at	11599.3	14664.6
Dnajb11	98572_at	1126.8	1781.9
Ranbp1	98573_r_at	5997.7	6470.4
Prpf8	98574_at	3017.7	3010.6
Fasn	98575_at	3710.9	3461.6
98577_f_at	215.1	313.3
Egr1	98579_at	2122.4	5868.2
Ppm1a	98580_at	1172.3	1117.7
Nap1l1	98586_at	650.7	835
Nap1l1	98587_at	2993.2	4826.6
Fah	98588_at	744.9	709.1
Plin2	98589_at	14943.3	11690.3
Cmas	98593_at	1435.6	817.1
1190002N15Rik	98594_at	1358.9	844
Irak1	98595_at	1769.2	1661.9
St3gal5	98596_s_at	1595.5	1577.5
Ube2l6	98597_at	443	262.5
Hdgfrp2	98599_at	668.9	807.6
S100a11	98600_at	14858.9	27146.3
Rangap1	98602_at	2046.5	2706
Rangap1	98603_s_at	2258.2	2039
Rrp1	98604_at	1723.6	1342.1
Wars	98605_at	2486.8	2796.4
Wars	98606_s_at	1977.4	1819.2
Etf1	98608_at	3742.7	3353.6
Sept9	98609_at	11860.9	8417.4
Mrps28	98610_at	756.8	833.3
Glod4	98613_at	1215.3	1772.3
Nphp1	98614_at	677	1196.3
Tmem167	98615_at	3303.5	2332.5
Wbp11	98617_at	2279.2	2439.3
Dtymk	98618_at	1897	3191.6
Dtymk	98619_at	1757.7	1742.6
Gnptg	98621_at	3.5	50.7
Rbm38	98624_at	665.5	500
Adh5	98625_s_at	5724.5	4935.6
Trappc2l	98626_at	3430.2	3113.2
Igfbp2	98627_at	177.2	180.5
Hif1a	98628_f_at	11179	8981.1
Hif1a	98629_f_at	10581.9	8714.9
Nsdhl	98630_at	1251.6	2216.1
Nsdhl	98631_g_at	3697.1	5910.8
Ada	98632_at	659.8	926.1
Tmem43	98633_at	4598.3	4467.6
Ube2z	98635_at	3879.6	3576.2
Pgr	98726_at	280.7	261.1
Rab5b	98731_at	213.9	47.8
Elk4	98732_at	324.2	279.3
Tuba1b	98759_f_at	31096.7	45997.1
Zfp97	98762_f_at	587.2	1049
LOC544903	98765_f_at	364.2	629.5
Sh3bp5	98766_at	88.5	180.4
Yy1	98767_at	980.8	771.8
Cenpc1	98770_at	649.7	570.2
Ephb2	98771_at	261.7	433.6
Cxcl5	98772_at	12028.1	34741.8
Irg1	98773_s_at	12.2	86
Stk3	98775_at	914.5	367.4
Vipr1	98777_at	578.1	481.8
Sept11	98778_at	560.3	336.6
Hoxb3	98780_at	72.7	213.7
Cplx2	98782_at	639.2	627.3
Rbmy1a1	98783_at	17.4	15.1
Gpr12	98784_at	1023.6	566.7
Cdkn2a	98789_at	6.4	39.4
Gdf5	98793_at	151.4	248.6
Srms	98794_at	194.6	136.5
Gast	98797_at	84.7	203.5
Ncan	98798_at	146.6	155.1
Slc23a3	98800_at	259.5	824.7
Klra2	98801_at	94.3	102.3
Hesx1	98804_at	17.8	26.4
Tub	98806_s_at	317.8	62.8
Gnat2	98807_at	52.1	65.2
Ptgir	98811_at	63.2	31.4
Csn1s2b	98814_at	54	82
Nr3c1	98818_at	294.4	198.4
Hoxd1	98820_g_at	30.4	70.3
Isg15	98822_at	3939.3	670.2
Irs1	98824_at	152.2	235.2
Kcne1	98825_at	377.7	349.8
Fgf4	98826_at	625.5	582.8
Sbp	98830_at	131.9	132.1
Foxj1	98831_at	437.6	507.5
Tpo	98832_at	138.7	124.2
Mmp3	98833_at	3512.8	274.2
Sema3a	98835_at	173.1	10.4
Pdcd1	98836_at	188.4	55.7
Pax9	98838_at	81	149.3
Acvr2a	98841_at	487.6	342.3
Zic2	98844_at	185.1	54.8
Psg17	98846_f_at	579.4	495.5
Sdc3	98847_at	145.3	171.5
98849_at	202.5	76.5
Msi1	98851_at	116	91.3
Sall3	98852_at	231.9	153.6
Pla2r1	98853_at	32.2	14
A930001N09Rik	98855_r_at	365.7	137.9
Gip	98858_at	43.3	117.8
Acp5	98859_at	113.1	105.6
Wnt10a	98862_at	138.9	110.9
Grik2	98864_s_at	172.9	40.8
Has2	98865_at	3980.7	4150.8
Dlx6as	98867_at	142.3	56.4
Bcl2	98868_at	31.3	106.6
Bcl2	98869_g_at	360.3	316.1
Bcl2	98870_at	616.4	549.4
Gpr143	98871_at	0.3	14.7
Traf6	98874_at	78.2	30.6
Atg13	98875_at	938.1	608.3
Mrpl11	98876_at	1835	1039.8
Aaas	98878_r_at	604.6	1096.4
D6Wsu116e	98880_at	1117.5	826
Hdhd2	98881_at	631	461.1
Ndel1	98882_s_at	5241.2	3992.5
Ndel1	98883_r_at	54.7	309.2
Ndel1	98884_r_at	811	739.7
Dpy30	98886_at	2358.6	2948.1
Napa	98887_at	3029.4	2429.9
Kdm1a	98889_at	194.4	83.2
Pgp	98890_at	419.2	470.5
1600012H06Rik	98891_at	382.9	251.8
Lpin1	98892_at	506.4	515.5
Pbrm1	98893_at	624.1	408.2
Pbrm1	98894_at	1038.2	983.3
Chtf8	98896_at	1057.1	1512.8
Fcf1	98901_at	2502.3	3520.5
Mrpl14	98902_at	80.1	95.8
Mrpl14	98903_at	77.9	53.6
Mrpl35	98904_at	1841.7	2413.4
Sept7	98905_at	8266.7	10145.4
Fbxo9	98906_at	461.4	386.7
Sppl3	98908_at	2452.7	2042
Lias	98909_at	714.9	793.3
Jak1	98911_at	1285.9	1170.6
Larp4b	98912_at	1182.8	1005.4
Asf1a	98914_at	2286.4	3126.4
Rnf149	98915_at	1738.5	1727.6
Ppp2r2a	98916_at	328.4	597.9
Hiatl1	98917_at	1212.9	858.2
Txndc5	98918_at	3709.9	6754
Tm2d2	98919_at	15.7	71.4
Tm2d2	98920_g_at	1044.6	797.8
Tm2d2	98921_at	1774.2	2387.3
Stt3a	98922_at	471.3	337.7
Rcl1	98923_at	588.7	402.8
Vamp2	98926_at	1277.6	1418.7
Rab6	98927_at	3194.6	3689.6
Coro1b	98928_at	2098	2537.5
Mrps36	98929_at	1332.5	1494.1
Cope	98930_at	2287.8	3205.1
Gns	98931_at	2059.1	1330.4
Gins2	98932_at	145.8	98.3
Mark3	98933_at	1792.8	1505.6
l7Rn6	98934_at	2377.1	3380.7
Sars	98936_at	1352.7	892.6
Tbrg1	98937_at	5075.9	5256.9
Rnaseh2c	98938_at	2440.8	2382.1
Gpcpd1	98942_r_at	117.4	57.2
Rpa2	98943_at	232	362.6
Sec23b	98944_at	2548.8	2546.2
Sh3glb1	98945_at	642.9	702.1
Wsb1	98946_at	2498.2	795.4
Gnl3	98948_at	1158.4	989.5
Rragc	98950_at	3878.8	3457.8
Tcf25	98951_at	1352.6	1226.2
Tcf25	98952_at	657.9	345.9
Eif1b	98953_at	1193.1	1683.7
Oog1	98954_f_at	84.9	1.6
Stk25	98955_at	165.8	242.3
Tram1	98956_at	4067.5	5271.9
Eny2	98958_at	489.8	254.2
Memo1	98959_at	2075.9	3394.8
Lipc	98962_at	36.5	156
Trpv2	98963_at	206.2	32.6
Lpcat3	98965_at	1061.3	791.6
Dbt	98966_at	151.5	146.5
Myo5a	98968_at	633.1	330.1
Abcd1	98969_at	111.2	267.1
Ggps1	98970_at	720.7	332.4
Rad54l	98971_at	194	648.7
Usp8	98972_at	1106.6	449.6
Wdr43	98973_at	1547.6	1397.5
Tinf2	98977_at	439.1	1090.4
Mnat1	98979_at	1328.5	1557.3
Cd37	98980_at	95	209.4
Tcf12	98981_s_at	2684.5	2137.9
Tmpo	98982_at	3373.3	5179.4
P4ha2	98983_at	1752.9	1568.8
Gpd2	98984_f_at	2374.6	2058.4
Faf1	98987_at	460.2	465.1
Nfkbiz	98988_at	1015.6	1287.1
Dhcr7	98989_at	871.8	1065
Bcar1	98990_at	1251.6	764.9
Smarcad1	98991_at	233.5	224.3
B9d1	98992_at	1089.1	963.8
Ppp2r5c	98993_at	2921.1	3221.4
E2f5	98995_at	372.5	404
Plk4	98996_at	1568.7	2139.6
Adsl	98999_at	2082.1	2260.7
Zfp292	99001_at	430.1	334.8
Rad1	99005_at	434.4	605.5
Flot2	99007_at	1192	1226.3
Nnt	99009_at	1963.4	1665.6
Tmod3	99013_f_at	11326.1	8948.7
Apbb1	99014_at	863.2	1017.1
Pml	99015_at	1882.5	1398.2
99016_at	364.8	262.7
Bclaf1	99018_at	426.2	199.3
Por	99019_at	1907	1380.9
Prrx1	99021_at	700.3	237.4
Pafah1b2	99023_at	2049	1074
Mxd4	99024_at	1391.8	1267.6
Ddx19a	99025_at	1206.3	1055.7
Bcl2l1	99027_at	1754.8	2112.5
Rnf8	99028_at	473.3	515.9
Pias1	99029_at	511.3	533.4
Ankrd17	99031_at	713.2	425.1
Itpk1	99033_at	1234.1	795.1
Irx3	99034_at	123.1	679.7
Pcyt1a	99035_at	574.2	441.2
Map2k7	99036_s_at	169.1	145.3
Adss	99038_at	3876.6	2662.8
Adss	99039_g_at	4138	2519.8
Taf1b	99041_at	314.5	358.9
Shox2	99042_s_at	955	1050.2
Zfp358	99044_at	97.4	1094.2
Mobp	99047_at	1127.7	420.7
Casp2	99049_at	1514.8	1075.9
S100a4	99051_at	33365.8	49015.6
Zeb1	99052_at	1997.2	1689.6
Llgl1	99054_at	4163.2	4106.3
St6galnac2	99055_at	877.5	1067.3
Hmga2	99058_at	7249.1	2965.4
Pvrl3	99062_at	131.8	296.7
Stx8	99063_at	241.4	166.7
Usp4	99064_at	2462.2	1809
Csn3	99065_at	143.5	164.5
Anapc1	99068_at	2067.8	2256.9
Chuk	99070_at	1719.3	1251.6
Ccnf	99073_at	1123.1	2052
Nr1d2	99076_at	833.9	1084.9
Thra	99077_at	202.2	333.3
Dohh	99078_at	1204.2	610.7
Ccdc6	99080_at	832.4	1756.1
Serping1	99081_at	171.8	312
Fkbp10	99082_at	145.8	76.6
Usp3	99084_s_at	1417.5	923.9
Usp3	99085_at	1106.7	689.9
Usp3	99086_g_at	608.9	451.9
Zwint	99087_at	4871.3	4126.5
Mal	99089_at	88.1	144.6
Rps10	99093_at	30976.7	45320.4
Slc12a1	99094_at	48	138.6
Max	99095_at	1167.2	1475.4
Ddx24	99096_at	1135.6	1449.2
Eif4e	99097_at	113.8	101.8
Fdps	99098_at	8063.4	22735.3
Stat3	99099_at	3228.4	2501.6
Stat3	99100_at	2376.8	1507.2
Eif3d	99101_at	9688.9	10918.8
Usp9x	99102_at	597.9	158.5
Irf3	99103_at	363.1	309.4
Cops6	99106_at	7581.3	8004.1
Ghr	99107_at	2203.9	1180.6
Ghr	99108_s_at	2318.6	1070.1
Ier2	99109_at	6174.4	11301.8
Clpb	99111_at	859.1	903
Slc25a10	99112_at	964.8	2267.8
Cops3	99113_at	2432.5	3111
Cox6b1	99114_r_at	72.7	208.8
Uqcrh	99115_at	6824.3	7595.3
Cfl1	99119_at	24704.6	28663.9
Chd4	99120_f_at	5785.1	4964.8
Fxr1	99121_at	894.3	671.5
Fxc1	99123_s_at	997	1025.1
Fxc1	99124_at	312.7	144.2
Xist	99126_at	2058.6	1952.5
Atxn10	99127_at	11224.4	11617.4
Atp5o	99128_at	7033	9180.6
Psmg2	99129_at	782	937.9
Csn2	99130_at	113.5	270.8
Slc3a2	99133_at	7372	7923.4
Cdc37	99135_at	4228.4	4339.4
Axl	99136_at	350.6	775.3
Rcc1	99138_at	671.4	800.3
Vps26b	99139_at	681	541
Mrpl16	99140_at	1702	1339.8
Gm2a	99141_at	478.7	169
Paqr7	99142_at	761.6	849.2
Tgoln1	99143_at	2265.8	1034.2
Stx6	99146_at	535	422.4
Znhit1	99147_at	2986.9	2644.1
Fh1	99148_at	3944.9	5525.2
Trim59	99149_at	1104	2004.2
Ict1	99150_at	1639.8	1991.3
