GENE_SYMBOL	ID_REF	GSM32828	GSM32829
Shmt2	162458_i_at	344.8	414.7
Col6a1	162459_f_at	2067.4	2446.2
Igbp1	162460_f_at	538.6	504.4
Capg	162461_at	155	200.7
Pck2	162462_r_at	38.1	245.7
Tpd52	162463_at	227.3	132.3
Ppy	162464_f_at	117	160
Anapc13	162466_at	321.4	194.5
Rhoc	162468_at	2096.8	1703.3
Cyc1	162469_r_at	2669.8	2320.8
162470_at	803	712.2
Fam96b	162471_i_at	41.8	15.5
162474_f_at	52.5	112.4
162476_r_at	575.9	610.8
Srp14	162477_r_at	112.2	262.7
Idh3g	162478_r_at	104.5	119.4
162479_f_at	11031.7	10704.7
Arrb1	162481_f_at	618.9	654
Traf4	162482_at	1455	1115.7
Tmed1	162484_r_at	478	298.1
Zfp91	162485_at	26	86.9
Dscr3	162486_f_at	1655.5	1842.6
C1qtnf1	162487_f_at	197	75.3
Ddx47	162489_i_at	867.3	730.3
Pdcd6	162490_f_at	679.3	777.5
Cenpv	162491_f_at	217.5	104.8
162493_r_at	122.9	284.6
Pdlim4	162494_at	41.4	3.4
Ndufa3	162496_r_at	753.5	664.4
Uba1	162497_r_at	824.5	776.3
Ube2d2	162499_f_at	287	276.9
162500_f_at	354.2	774
162501_at	348.5	113
Pip4k2a	162503_f_at	278.2	135.9
Csk	162504_at	15.8	213.4
Ager	92181_at	322.6	467.3
Rufy1	92182_at	601.8	469.1
Dtna	92183_at	278.6	273
Arl4c	92185_at	1230.8	841
Ufm1	92189_at	710.1	647.6
Nr2c1	92190_at	429.5	351.6
Mettl5	92191_at	408.4	459.8
Pcsk5	92193_r_at	175.8	101
Pcsk5	92194_at	228.9	393.6
Cebpg	92195_at	393.2	450.6
Sf3a2	92196_f_at	3660.9	5016.4
Stat5b	92199_at	360	142.8
Rasal3	92206_at	75.4	215.5
Eln	92207_at	112.7	54.2
Caprin2	92208_at	24	9.5
Ulk1	92209_at	231	215.5
Angpt2	92210_at	295.7	247.9
Bod1l	92211_at	483.5	481
Rap2a	92212_at	184.9	167
Star	92213_at	182.9	72.7
Smad7	92216_at	1841	1840.2
Bin1	92220_s_at	4208.3	3440.2
Polr1b	92225_f_at	654	684.1
Ddx50	92226_at	1351.3	2127.8
Ctnna2	92228_at	430	259.4
Fezf2	92229_at	3	29.6
Nln	92230_at	227.7	136
Epb4.1l4a	92231_at	27.3	14
Socs3	92232_at	2363.3	3409.1
Gcfc1	92233_at	1050.3	619.9
Rxra	92234_at	1492.5	1013.4
Rxra	92235_g_at	922.9	778.9
Nfic	92241_at	1962.2	4822.2
Vprbp	92243_at	2325.2	1906.1
Exo1	92244_at	133.4	315.9
Ddx50	92245_at	952.7	757.6
Krtap14	92246_at	223.1	57.3
Arhgap5	92247_at	265.6	466.9
Nr4a2	92248_at	479.5	89
Nr4a2	92249_g_at	563.1	280.3
AI607873	92251_f_at	155.4	188
Cckar	92252_at	18.1	41.6
Ctsb	92256_at	1369.2	453
Clock	92257_at	1419.5	1212.4
Dppa4	92258_at	29	260.4
Tbl3	92259_at	1813	1384.2
Coq4	92261_at	319.5	124
Zmat3	92262_at	1686.2	1072.4
Leprel2	92263_at	341.3	591.8
Trove2	92265_f_at	493.7	545.2
F2r	92267_at	76	79.4
2700007P21Rik	92268_at	4661.4	3740
Peg10	92269_r_at	195.8	233.2
Tro	92270_at	1377.9	1359.1
Pax6	92271_at	13.7	2.3
Rbm16	92272_at	198.6	255.9
Prl3c1	92274_at	93.7	34.2
Map3k6	92276_at	143.1	125.5
Ercc2	92278_at	330.1	927.8
Golt1b	92279_at	325	472.1
Actn1	92280_at	902.9	879.2
2510002D24Rik	92281_at	787	621.7
Rprd1b	92282_at	758.9	735.2
Socs5	92287_at	2671.9	1888
Ap1g1	92288_at	684.9	502
Siah1b	92290_at	470.2	278.9
Arl5a	92294_at	1199.6	674.6
Mnt	92300_at	105.9	183.1
Ikbke	92301_at	54.7	9.4
Sos2	92302_at	611.4	225.2
Ptprr	92303_at	1133.4	756.5
Piga	92304_at	399.5	463
Ng23	92307_at	222.2	341.9
Ptprm	92308_at	131.6	83.8
Ptprm	92309_i_at	135.1	142.8
Plk2	92310_at	3610.1	2821.5
Pik3c2a	92311_s_at	541.7	325.9
Pik3c2a	92312_at	902.2	642
Col12a1	92313_at	84	134.2
Col12a1	92314_at	134	56.1
Slfn4	92315_at	189	192.5
Elavl2	92317_at	12.8	97.8
Aplf	92318_at	98.2	185.2
LOC100504161	92319_i_at	81.5	103.3
Camp	92322_at	381.9	1157.5
Mapk12	92323_at	147.9	15
Ptk7	92325_at	1177.3	521.8
92330_r_at	119.9	662.1
Dlx2	92332_at	175.8	150.1
Sirt1	92333_at	1.2	139.8
Ltbp2	92335_at	1462.2	1558.3
2310001H12Rik	92338_f_at	248.8	144.7
Taf1a	92339_at	296.4	112.7
Hltf	92343_at	320	234.7
Hltf	92344_at	15.9	12.9
Hltf	92345_g_at	588.1	611
Thra	92348_at	2026	4734.2
Mapre1	92350_at	1181.2	1877.8
S1pr3	92352_at	735.8	562.2
Adam23	92357_at	63.7	117.5
Stam	92360_at	3027.2	2405.1
Celsr2	92364_at	804.3	889
Figf	92365_at	806.9	1589.2
Lama2	92366_at	150	80.9
Stil	92367_at	227.9	329.8
Ramp3	92368_at	2977.3	266.7
Arl10	92370_at	791.4	334.2
Hrc	92371_at	264.1	304.6
Ascc1	92375_at	574.5	432.9
Rit1	92376_at	2194.6	2347.9
Gm1060	92377_at	63.7	104.9
Ptprz1	92380_r_at	44.7	61.7
Dyrk1a	92383_at	363.5	272.8
Xpa	92384_at	901.1	733.4
Clcn2	92385_at	97.1	67.3
Hps4	92386_at	5.3	656.4
Tbxas1	92387_at	283.1	463.7
Cox18	92388_at	1763.2	1827.7
Odz2	92389_at	127.2	452.5
Cyb561	92391_at	351.4	284.7
Atf6b	92394_f_at	1474.3	2288.7
Atf6b	92395_r_at	2676.9	2059.8
Agap1	92397_at	1006.1	1059.4
Vps37b	92398_at	810.4	801.2
Runx1	92399_at	561.5	475.7
Ndst2	92400_at	220.5	432.8
Ltc4s	92401_at	370.3	232.1
Fam126b	92408_at	275.6	106.9
Zfp260	92409_at	396.1	482.2
Rad23a	92410_at	646.9	875.1
Hs1bp3	92411_at	1450.4	1588.2
Spag5	92412_s_at	412.6	391.8
Adam12	92414_at	862.4	97.9
Tnfsf9	92415_at	205.7	40.8
Ncs1	92416_at	1201.3	1058
Rasal1	92417_at	334.1	336.3
Abcb9	92418_at	239.4	93.2
Cct6b	92419_at	97.3	2.8
Wdsub1	92421_at	123.4	316
Pard6a	92423_at	181.2	468.8
Tgfbr1	92427_at	669	55.8
Asna1	92428_at	3726.5	3396.3
Mc2r	92429_at	140.1	70.9
Chchd5	92430_at	492.2	443
Zfp574	92432_at	110.1	147.7
Traip	92434_at	224.2	258
Rlbp1	92435_at	81.9	146.6
Oc90	92439_at	2050.5	1342.8
Clip3	92442_at	377.3	165
Zfp1	92443_i_at	80.1	152.2
Zfp1	92444_f_at	499.1	602.8
Cacna1a	92445_at	822.1	1239.6
Gfra2	92448_s_at	202.2	430.5
Gfra2	92449_at	26.5	224.1
Slc12a4	92450_at	1629.5	1260.5
Pik3ca	92452_at	650.6	380.3
Eya4	92453_at	36.6	106.9
Slc6a20b	92454_at	362.2	287.9
Taf1c	92456_at	641.3	580.2
Orc1	92458_at	328	309.9
Ccl8	92459_at	159.7	314.6
Sema4f	92460_at	1750.3	1936.7
Mmp17	92461_at	75.4	18.6
Mknk1	92464_at	271.6	137.8
Plcb1	92465_at	60.7	159.6
Plcb1	92466_at	1656.1	1695.6
Plcb1	92467_g_at	73.2	167.8
Ankrd49	92468_at	370.5	399.8
Slfn2	92471_i_at	1661.4	631.6
Slfn2	92472_f_at	641.6	442
Mknk2	92473_at	1002	14.5
Pld1	92474_at	302.3	318
Pld1	92475_g_at	214.2	81.9
Spin1	92477_at	1126.9	789.4
Stag1	92478_at	341.5	457.4
Zfp53	92480_f_at	528.7	579.3
Chek2	92481_at	603.7	727.1
Fmnl1	92482_at	155	93.3
Fmnl1	92483_g_at	22.5	8.6
Hivep2	92484_at	210.6	131.3
Slc22a21	92486_at	198.2	166.6
Sox7	92487_at	439.6	297.2
Casp12	92488_at	668.6	872.6
Ak3	92492_at	121.6	201.6
Rbpjl	92493_at	89.8	186.3
Cnot4	92495_at	122.6	212.2
Vamp5	92496_at	912.7	680
Hus1	92503_at	230.8	322.3
Hus1	92504_at	85.4	310.4
Hus1	92505_g_at	51.4	71.4
Hapln1	92506_at	18.4	34.2
Utrn	92507_at	617.6	232
Utrn	92508_s_at	415	168.9
F12	92509_at	8.6	155.3
Aanat	92512_g_at	1033.1	814.1
Stag2	92513_at	2737.5	2588.9
Ndst1	92516_at	832.8	118.9
Rbms2	92517_at	697.4	562.7
Neo1	92518_at	747.7	124.6
Phka1	92519_at	120.1	210.3
C80425	92520_at	102.1	41.8
Zfhx3	92521_at	575.7	591.8
Kcnj4	92522_at	280.2	307.4
Kcnj6	92523_at	161.2	504.4
Kcnj6	92524_at	76.3	246.1
Nacc2	92525_i_at	757.8	1194.1
Nacc2	92526_f_at	928	739.5
Adcy9	92527_at	470.4	498.4
Arnt	92529_s_at	524.6	307.8
Sec62	92531_at	193.3	293.5
Avpr1a	92532_at	230.1	245
Gem	92534_at	378	166.6
Ebf1	92535_at	324.2	48.4
Adrb3	92538_at	71.6	29.1
S100a10	92539_at	24053	23381.4
Srm	92540_f_at	1800.5	2322.1
Myl1	92541_at	4.1	113.5
D4Wsu53e	92542_at	2732	3608.8
Map2k2	92543_at	591.6	753.3
Psma3	92544_f_at	10184.6	11594.7
Ube2k	92547_at	2707.4	3281.6
Ube2k	92548_g_at	662.8	563.7
Pkig	92549_at	1626	1581.6
Lig1	92551_at	1246.7	662.1
Esd	92553_at	28820.1	21890.6
Ctbp2	92554_at	945.4	1343.1
Akr1c6	92556_at	95	261.4
Hsd17b1	92557_at	60.4	58.5
Vcam1	92559_at	70.8	2.8
Vcam1	92560_g_at	45.8	134.6
Nfe2l2	92562_at	3939.3	5006.3
Lrrfip1	92563_at	538.2	355.7
Lrrfip1	92564_at	767.1	620
Sarnp	92565_at	2236.9	2010.4
Dapk3	92566_at	158.2	186.7
Col5a2	92567_at	47.5	62
Tfb2m	92568_at	795.6	523.4
Nop58	92569_f_at	1074.2	1274.1
Atp5g2	92570_at	71.9	118.3
Hspa4	92571_at	2428.6	2738.1
Tnfaip1	92572_at	257	582
Ppp2r1a	92573_at	7150.5	6994.8
Sdhd	92574_at	6609.4	5843.4
Aip	92575_at	2587.1	2432.6
Aimp1	92578_at	4186.5	4958.8
Ssb	92579_at	842.2	676.2
Hars	92580_at	1018.4	998
Acadm	92581_at	5650.7	3512.5
Slc1a5	92582_at	270.5	285.4
Serpina3k	92583_at	16.3	50.6
Nkiras2	92584_at	711.8	474.7
Map2k1	92585_at	1784.2	1245.5
Glud1	92586_at	3107.8	1879.8
Fdx1	92587_at	2462.5	2046.9
Psph	92589_at	2663.6	1208.3
Gpd1	92592_at	192.7	644.9
Postn	92593_at	571.4	3086.1
Fech	92595_r_at	571.1	513.8
Cacybp	92596_at	2667.3	3578.9
Atp6v1b2	92597_s_at	534.6	315.4
Atp6v1b2	92598_at	2657	2592.9
Cyp4a10	92600_f_at	40.5	115.3
Tcap	92602_at	32.4	254.3
Atp6v0d1	92603_at	3320.1	3963.9
Csrp1	92608_at	9898.3	8353.2
Rdbp	92610_at	1453.4	2245.3
Id3	92614_at	4039.5	6983.9
Ndufb6	92615_at	6485.8	7674.3
Uba1	92616_at	9020.1	11015.6
Ube1y1	92617_at	138.9	80
Serf2	92618_at	3684.5	5077.3
Wbp1	92619_at	2596	2386.4
Pcbp2	92621_at	15348.9	15455.6
Spns1	92622_at	1315.4	1319
Csde1	92623_at	6314.5	7768.2
Lor	92624_r_at	1126.3	1272.2
Npdc1	92626_at	4210.2	5708.2
Rpl36	92628_at	18336	24310.8
Hdgf	92629_f_at	9202.6	11983.6
Hdgf	92630_r_at	3200.1	5263.1
Calm3	92631_f_at	930.3	886.8
Calm3	92632_at	3278.7	3446.8
Ctsz	92633_at	1410.6	680.3
Dpp4	92634_at	115.9	187.7
Tuba4a	92635_at	1114.9	950.6
Sec61g	92636_f_at	6858.6	11557.8
Pfkl	92637_at	3044.5	2767.1
Ppp2ca	92638_at	771.2	425.8
Aurka	92639_at	1953.1	2299.9
Vps35	92640_at	8738.1	7421.8
Car2	92642_at	11.5	125.1
Nf2	92643_at	700.1	1121.3
Mrpl23	92646_at	2131.7	3565.9
Rbbp4	92647_at	5270	6172.8
Stxbp3a	92648_at	1148.1	1062.5
Fam50a	92649_at	1454.8	1486.6
Polr3a	92654_at	120.6	51.6
Gcnt1	92655_at	336.3	446.7
Zbtb12	92656_at	153.4	207.8
Foxq1	92658_at	352.9	774.5
Ube2e1	92660_f_at	1170.4	1255.2
Ptprv	92663_at	109.6	91.8
Zfp777	92664_at	74.5	310.7
Ar	92667_at	198.8	292.8
Myl6b	92670_at	189.1	309.3
Gnas	92672_at	56.6	86.3
Foxn1	92674_at	138.5	9.8
Runx2	92676_at	1101.9	693.4
Runx2	92677_s_at	419.9	518.1
Acp2	92688_at	1084.4	897.9
Il18bp	92689_at	44.6	49.3
Ppp2r2b	92691_at	220	563.1
Nin	92693_at	158.4	149.3
Chi3l3	92694_at	171.8	247.9
Frat1	92695_at	400.6	73.7
Nr6a1	92696_at	34	140.1
Mertk	92698_at	23.1	15.6
Bmp1	92701_at	987.9	938.3
Pbrm1	92703_at	264.3	549.7
Pvt1	92706_at	124.6	24
Pvt1	92707_at	111.9	162.8
Ddx19b	92708_at	345.7	332.5
Icam5	92714_at	302.1	72.2
Neurod1	92717_at	93.3	77.4
Ifi27l2a	92718_at	586.3	152.1
Six1	92722_f_at	213	221.9
Hnrnpa1	92724_at	1069.1	1161.5
Gas8	92725_at	361	534.1
Apba2	92727_at	128	70.2
Hbegf	92730_at	2042.9	830
Ptx3	92731_at	3201.8	4959.7
Adam4	92733_at	69	67.1
Slc7a2	92736_at	73.8	1519.4
Gdnf	92738_at	2285.8	1535.7
Ivl	92739_at	1.3	56.1
Ccl11	92742_at	56.9	128.9
Spam1	92743_at	107.4	14.9
Apc2	92744_at	345.5	40.9
Hoxa9	92745_at	76.1	208.2
Nat2	92746_at	328.4	312.8
Wnt10b	92751_i_at	503.3	524.9
Wnt10b	92752_r_at	38.2	59.6
Meis3	92753_at	411.2	476.5
Fdxr	92754_at	478.2	689.5
Sct	92755_f_at	1427.7	1192.1
Sct	92756_r_at	4511.8	4049.1
Dusp2	92758_at	1065.2	725.8
Was	92760_at	286.5	100.7
92761_at	303.5	59.8
Abcb7	92763_at	187	111.7
Ksr1	92764_at	1143.2	848.4
Bmpr1a	92767_at	475.3	323.6
Psmd3	92769_at	3657.4	3401.8
S100a6	92770_at	46266.9	57584.4
Zfp207	92771_at	3324.5	1984.3
Nrp1	92773_at	1886.7	1438.8
Pabpc4	92774_at	87.3	17.7
Pabpc4	92775_at	2420.4	1690.1
Cyr61	92777_at	3354.2	3258.8
92778_i_at	452.2	300.3
Tmpo	92781_at	43.9	202.9
Tmpo	92782_at	2187.4	2882.2
Gh	92783_at	2210	2126.5
Efhd1	92786_at	52.5	39.9
Ankrd10	92787_at	908.8	1619.6
Cetn3	92788_f_at	3596	3840.5
Cetn3	92789_r_at	256.3	334.7
Kpna2	92790_at	2984.6	3888.7
Tnfrsf1a	92793_at	2163.2	2441.3
Nme1	92794_f_at	894.8	857.2
Mtap4	92795_at	621.5	835.7
Alpl	92796_at	399.3	311.6
Cul3	92797_at	2090.1	2799.3
Atp5c1	92798_at	6318.4	9046.6
Atp5c1	92799_g_at	8475.2	14289.4
Plp1	92801_at	74.7	75.5
Plp1	92802_s_at	131.4	186.3
Polr2h	92804_at	1436.9	1318.1
Pdrg1	92806_at	3469.2	3200.2
Txn1	92807_at	33610.7	45354.2
Fkbp4	92808_f_at	3018.2	3552.5
Fkbp4	92809_r_at	2316.4	2375.5
Pdk3	92810_at	3070.8	3113.6
Cyp2j6	92813_at	49.2	73.6
Eif4a1	92816_r_at	4336.5	3125.1
Imp3	92817_at	4277	3993.1
Uba3	92818_at	1318.4	1553.3
Usp2	92821_at	197.8	63.1
Nme6	92824_at	1270.5	1957.4
Mrps33	92826_at	1293.4	1203.8
Nsd1	92827_at	129.6	54.4
Dpm1	92828_at	2286.8	2894.1
Hspe1	92829_at	8187.1	6736.9
Zfp36	92830_s_at	558.6	817.5
Sfxn1	92831_at	2051	2913.5
Socs1	92832_at	451.7	368.1
Hal	92833_at	54.6	22.1
Rpl13a	92834_at	3594.9	4519
Cml1	92835_at	457.9	427
Eln	92836_at	292	932.3
Fscn1	92838_at	8492.4	8916.7
Snrpb2	92839_f_at	916	1189
Nup54	92840_at	827.2	1093
Eif4g1	92843_r_at	48.2	7.4
Oxct1	92845_at	1792.2	3740.7
Oat	92848_at	2708.1	2599
Ccl6	92849_at	40.9	279.4
Rrbp1	92850_at	2738.8	2450.6
Cp	92851_at	4394.7	5337
Fn1	92852_at	18566.4	20158.3
Rab11a	92854_at	3511.3	4498.3
Eif1	92855_at	8832.4	8449.1
Rpl22	92856_at	296.4	277.9
Rpl22	92857_at	746.4	532.6
Slpi	92858_at	30295.2	26719.6
Krt17	92862_f_at	111.7	73.5
Wbp2	92863_at	2816.6	1526.8
Mat1a	92864_at	124.7	21.2
Dnase1	92865_at	2.4	38
Phc2	92867_at	2158.4	2271.7
Tpst2	92868_at	731	469.8
Hsd3b4	92869_at	76.9	48.8
Sel1l	92870_at	963.6	829.3
Sel1l	92871_at	276.3	267.9
Necap1	92872_at	899.1	438
Cops7a	92874_f_at	1598	1446.2
Cops7a	92875_s_at	475.9	491
Ndufs4	92876_at	119.6	130.2
Tgfbi	92877_at	57.4	45.3
Ppm1g	92879_at	1708.3	1154.6
Mfge8	92880_at	7447	7943.7
Mylpf	92881_at	212.2	70.2
Rab1	92882_at	2736.4	3687.7
Rab1	92883_at	1.9	72.8
Gsk3a	92884_at	11404.9	10534.8
Tnnt3	92885_at	70.1	230
Ddah2	92887_at	1726.7	3489.9
Styx	92888_s_at	236.7	515.5
Hoxc9	92891_f_at	28.5	4.3
Nrsn1	92892_at	17.6	7.6
Rara	92901_at	330.6	281
Mybl1	92902_at	131.4	176.7
Tcfap2b	92903_at	23	125.2
Prdm1	92904_at	84.4	149.2
Epha7	92905_at	16.2	22.1
Hivep1	92908_at	311	222
Pgf	92909_at	728.7	525.7
Ccna1	92911_at	24.6	42.3
Msx3	92912_at	134.4	224.1
Hoxb7	92914_at	300.1	179
F7	92918_at	84.5	274.7
Htr3a	92919_at	1015.4	1037.2
Pitx1	92920_at	59.4	354.6
Col10a1	92921_at	88.5	204.4
Tcfap2a	92922_at	1532.7	1272.6
Tcfap2a	92923_g_at	280.8	580.3
Cebpb	92925_at	10891.8	11871.9
Etv1	92927_at	225.8	134.9
Cyct	92929_at	86.6	120.4
Dlx5	92930_at	181.8	289.6
Cbln1	92932_at	201.6	253.2
Pou2f3	92933_at	589.6	292.3
Zfp90	92934_at	226.6	565.4
Cntn1	92936_at	435	48
Gabra6	92939_at	1.7	0.9
Trim21	92942_at	868.9	885.1
Pacsin1	92949_at	169.1	485.1
Napb	92952_f_at	152.5	6.8
Fmn1	92953_at	189	30.2
Notch3	92956_at	157	55
Foxo3	92958_at	918.3	1356.8
Frk	92959_at	400.3	446.3
Cd40	92962_at	72	204.3
Wdr81	92963_at	1800.4	1573.4
Chrne	92967_r_at	1469.3	920.2
Arf5	92968_at	3088.1	3169.7
Ddr2	92969_at	878	1227
Parm1	92971_at	20.5	74
Vpreb1	92972_at	1130.6	270.3
Zfp37	92974_at	85	142.6
Sh3bp2	92975_at	296.4	91
Hmx3	92977_s_at	241.4	259.7
Etv4	92979_at	611.2	321.2
Bmp8a	92982_at	79.9	140.1
Ptprj	92983_at	71.6	188.2
Ptprj	92984_g_at	180	1.2
Fam84a	92986_g_at	197.4	190.1
Slc4a3	92987_at	53.7	231.3
Cadps	92988_i_at	18.8	46
Cadps	92989_f_at	83.8	153.4
Zfp93	92990_at	97.4	82.6
Sp4	92992_i_at	2.7	18.3
Sp4	92993_r_at	19.8	2.7
Vsnl1	92995_at	4.9	40.8
Six4	92999_at	451.8	319.7
Six4	93000_g_at	290.3	256.4
Six4	93001_at	130.7	69.1
Tdgf1	93002_r_at	65.9	75
BC018242	93004_r_at	598.6	753
Syt1	93005_at	23.2	42
Lsm4	93008_at	3456.9	4165.4
Gstm2	93009_at	4515.2	4491.9
Pqbp1	93010_at	777.7	962.3
Gabarapl1	93011_at	3285.1	3372.6
Tsn	93012_at	4.3	41.2
Id2	93013_at	3021.2	3599.9
Gsta3	93015_at	15.6	20.8
Sdcbp	93017_at	1044.9	681.3
H2afx	93019_at	5459.9	8628.2
Bex1	93020_at	14	23.2
Bex4	93021_at	26.6	209.9
Hist1h3f	93022_i_at	102.2	55.5
Hist1h3g	93024_at	112.6	155.3
Ndfip1	93025_at	6883.4	4802.6
Mgst1	93026_at	4388.4	3287.9
H19	93028_at	365.5	163.4
Idh3g	93029_at	3990.1	4338.3
Rps27a	93030_at	17536.8	25435.8
Ube2e3	93033_at	221.1	251.6
Anxa1	93037_i_at	3252.5	3806.7
Anxa1	93038_f_at	15129.8	19255.8
Pgcp	93039_at	1379.6	1413.1
Fxyd1	93040_at	106.9	84.9
Mcm4	93041_at	3237.4	3080.1
Tspo	93042_at	32003.7	30015.7
Nptn	93043_at	5249.5	6027.6
Abcd3	93045_at	2284.6	2046.6
Nup50	93046_at	1699	1828
Nup50	93047_at	1606.5	1468.4
Clpp	93048_at	2253.5	2646
Ephx2	93051_at	66.1	173.6
Casq2	93053_at	266.4	7
Ankrd46	93054_at	1734.5	1621.9
Ankrd46	93055_at	1543.6	762.8
Ankrd46	93056_g_at	1202	906.4
Btf3	93057_at	9395.1	8229.5
Eif1a	93058_at	3090	1633.9
Fam103a1	93059_at	2166.7	2054.1
Itga7	93061_at	146.1	127.3
Mrpl39	93062_at	1264.2	823.1
App	93063_at	13777.3	16217.2
Bnip2	93064_at	1422.2	1420.4
Il11ra1	93065_at	216.5	273.6
Grn	93066_at	5142.8	4362.3
Hist2h3c1	93068_r_at	1357.3	1105.3
Ube2d2	93069_at	1366.8	1374.5
Ipo5	93070_at	2216	2212.8
Trim28	93071_at	7849.8	10851.3
Nfatc2	93073_at	1320.1	38.1
Nfatc2	93075_r_at	14.9	110.3
Csnk1a1	93076_at	4677.4	5195
Ly6a	93078_at	41944.5	42885.4
Bscl2	93080_at	517.5	694.1
Rbbp7	93081_at	9716.3	9030.2
Zfand6	93082_at	2846.7	1749.2
Anxa5	93083_at	11832.3	11710.6
Slc25a4	93084_at	11012.2	15875.5
Usp25	93087_r_at	370.9	755.2
B2m	93088_at	25962.1	17942.9
Eif4a2	93089_at	6172.1	4076.8
Fgfr2	93090_at	445.3	996.9
Mcl1	93093_at	2567.2	2357.8
Cdr2	93094_at	296.6	554.6
Hmgb1	93095_at	1965.1	2357.9
Fgg	93096_at	16.5	6
Rpl35	93098_at	15.1	3.9
Plk1	93099_f_at	2498.8	3036.5
Acta2	93100_at	10460.4	24757.8
Nedd4	93101_s_at	8694.1	11689.3
Actg2	93102_f_at	10765.2	16228.6
Btg1	93104_at	4693.9	4201.3
P4hb	93108_at	1373.5	698.4
Kpnb1	93111_at	3601.1	5262.5
Mcm2	93112_at	1916.6	3148
Atp5j2	93114_at	49.2	195.6
Prkacb	93116_at	3610.5	3678.8
Hnrnpa2b1	93117_at	7629.2	10114.6
Hnrnpa2b1	93118_at	1251.3	638
Cox5b	93119_at	9179.8	10039.3
Rps24	93121_at	292	266
Ckb	93126_at	401.2	497.5
Phgdh	93127_at	2680.7	1644.6
Rrp1b	93130_at	427.3	497.7
Galc	93131_at	161.3	277.9
Nptx1	93134_at	87.9	129.5
Ntsr2	93137_at	166.4	591.9
Zswim7	93138_at	887.6	620.7
Tsx	93140_at	122.5	249.6
Nr0b1	93141_at	124.6	18.1
1190005I06Rik	93143_at	3112.9	4751.2
Dip2b	93144_at	1461.1	1352.6
Gatad2a	93145_at	408.2	437.9
Cldn8	93146_at	35.2	358.1
Celf4	93147_f_at	793.9	535.8
Ttc17	93148_at	669.1	586.8
Cpne6	93151_at	391.3	294.3
Adarb1	93153_at	1682.5	1230.9
Frmd5	93155_at	68.2	65.2
Rnf2	93164_at	740.1	301.2
Lysmd1	93165_at	121.9	96.6
Olr1	93167_f_at	8.1	238.5
Zfp322a	93169_at	848.5	655.2
Slc39a3	93173_at	204.7	239.8
Cd276	93174_at	3373.7	3631.3
A130022J15Rik	93175_at	1569.2	1539.7
Zranb1	93177_at	217	128.5
Tmem62	93179_at	235.2	84.5
Pigu	93183_at	1099.7	1214.9
Tbl2	93184_at	498.9	1067.7
Trim47	93187_at	2535.2	4011.6
Dkk3	93188_at	15.4	168.4
Heatr2	93190_at	1262.9	862.9
Vamp4	93191_at	223.7	216.4
Adrb2	93193_at	412.5	211.4
Mfhas1	93195_at	551.1	893.2
Nt5e	93202_at	479.2	232.7
Foxn2	93203_f_at	253.5	518.7
Foxn2	93204_r_at	5.3	159.8
Ada	93206_g_at	260	416.2
Nek4	93210_g_at	96.7	133
Dnajc5	93211_at	1319.8	849.1
Ptplad1	93212_at	764.8	313.8
Camk2d	93214_at	355.9	283.6
Tnfaip1	93215_at	1079.1	1137.1
Fbxo45	93217_at	783.8	807.6
Swap70	93218_at	371.8	196.3
Acp1	93219_at	667	641.4
Col4a5	93220_at	419.5	342.7
Rbbp9	93222_at	204.2	121.8
Cyp21a1	93225_s_at	678.2	1282.7
93227_f_at	154.3	267.7
Hells	93228_at	445.5	529.1
Tmem141	93232_at	316.4	352.2
Mtmr10	93235_at	884.2	599.8
Dhrsx	93238_at	2426.1	2714.5
Upf3b	93240_f_at	829.9	673.6
Upf3b	93241_r_at	77.7	98.3
Trabd	93244_at	134	572.6
Pramel7	93245_at	28	167.7
Naa15	93246_at	730	507.8
Thyn1	93248_at	40.5	580.6
Hmgb2	93250_r_at	3380.4	7013.9
Bcap31	93252_at	7393.3	7642.6
Mapk1	93253_at	1874.3	1499.8
Mapk1	93254_at	6550.9	5520.2
Ralbp1	93255_at	2889.1	3756.8
Golga7	93256_at	2997.3	2788.5
Ddx1	93257_at	3135.2	3724.8
Hmbs	93258_at	793	904.9
Tnnc2	93259_at	242.9	214.3
Lgmn	93261_at	1016.4	879.3
Srebf1	93264_at	3019.8	3002.2
Tpm3	93265_at	605.4	3759.8
Tpm3	93266_at	2147	1661.8
Rbm39	93267_at	2948.1	2490
Glo1	93268_at	1244.3	889.8
Glo1	93269_at	1502.5	2026.7
Gars	93270_at	2677.7	3657.4
Gnas	93271_s_at	33994.4	48817.7
Stk16	93272_at	1238.1	1271.7
Snca	93273_at	53.3	41.7
Clk1	93274_at	2180	2186.5
Sh3gl1	93275_at	1880.3	2287.5
Hn1	93276_at	4354.7	5044
Hspd1	93277_at	9805	10060
Cryab	93279_at	121.4	24.9
Rcn2	93281_at	2637.5	2322.6
Aprt	93283_at	2148.5	2298.9
Cirbp	93284_at	2586.2	927.7
Dusp6	93285_at	1280.7	420.9
Arpc2	93288_at	10015.3	10272.8
Pnp	93290_at	15527.5	18672.2
Calm2	93293_at	32294.8	34661.6
Ctgf	93294_at	771.9	290.8
Cct5	93295_at	10506.4	12333.8
Tcl1	93296_at	237.4	518.8
Papss1	93298_at	1940.7	2223.6
Msh6	93299_at	72.3	187.3
Tgfb2	93300_at	111.8	103.2
Tmem183a	93301_at	478.3	701.2
Ufd1l	93303_at	2249.4	1365.1
Vamp8	93305_f_at	2391.3	2242.7
