GENE_SYMBOL	ID_REF	VALUE	ABS_CALL
Itga4	95292_at	-32.6	A
Anapc16	104087_at	875.1	P
1810035L17Rik	96743_at	2671.6	P
Slc39a3	93173_at	204.7	A
Leprel2	92263_at	341.3	P
Soat2	99431_at	368.2	M
Vipar	94527_at	-66.6	A
Zdhhc14	104299_at	-67.1	A
Renbp	161153_r_at	60.2	A
Pole3	100408_at	1703.2	P
Clcn7	162207_f_at	180.6	A
Fgf11	95377_at	211.2	A
Asl	161891_r_at	436.2	A
Tubgcp3	104067_at	656.9	P
Sp4	92992_i_at	2.7	A
Rpa1	95427_at	4470.9	P
Impad1	95457_at	4253.2	P
H2afy	97452_at	1055.8	P
Esr2	96514_at	-92.1	A
Srsf6	160182_at	3394.6	P
Pls3	94445_at	8829.1	P
Anxa3	101393_at	3160.3	P
Vldlr	96534_at	40.7	A
Epcam	99582_at	-28.2	A
Wac	160079_i_at	1047.4	P
Srsf7	160368_at	215.8	A
Cox7a2l	160383_at	4936.6	P
Nsun2	94451_at	1336.5	P
Lhpp	103403_at	-852.5	A
U46068	160446_at	37.7	A
Cyp1a2	102998_at	-348.9	A
Braf	161718_at	-8.8	A
Col13a1	102262_r_at	-331.9	A
Irf7	162202_f_at	313.9	A
Nudt21	94506_at	1976.1	P
Atxn7l3b	99163_at	69.3	A
Ubl3	94018_at	3373.4	P
Chaf1b	100890_at	851.7	P
Wars	161337_f_at	50.4	A
Ctcf	100148_at	688.5	P
Rmnd5a	97908_at	1428	P
Ino80e	99949_at	738.2	P
Rad51	162232_r_at	30.5	A
Acox1	162158_r_at	-49.4	A
Dnajc8	95700_r_at	4127.4	P
Tk1	161150_at	-176.3	A
Gjb2	98423_at	75	A
Tgif1	101502_at	4587.8	P
Glo1	93269_at	1502.5	P
Hcrt	94098_at	480.6	A
Tfpt	160928_at	34.4	A
Snai1	103830_at	912	P
Ppy	94148_at	470.9	A
Crabp1	98108_at	-47.3	A
Tln1	99448_at	1405.2	P
Aplp2	93498_s_at	4753.4	P
Trappc1	95629_at	3054.5	P
Mtap4	92795_at	621.5	P
Mea1	94891_s_at	3717.2	P
Vamp3	98521_at	2302.4	P
Gja3	102552_at	-26.8	A
Hnrnph1	93990_at	5549.1	P
Nelf	162236_f_at	-103.2	A
2610002J02Rik	102057_r_at	98.7	A
Tmed7	160183_f_at	4817.9	P
Galnt3	162313_f_at	107.5	A
Riok1	102782_at	94.9	A
Kif3b	161003_at	1221.6	P
Klc4	98462_s_at	-164.4	A
St6galnac4	160232_at	97.4	A
Aprt	93283_at	2148.5	P
Sntb1	93384_at	80.7	P
Scg2	92981_at	68.3	A
Pde4dip	160761_at	178.5	A
AI314180	95577_at	1318.9	P
Barx2	100736_at	-84.9	A
Pdcd2	160412_at	454.7	P
Gstm2	161357_r_at	256.5	A
Rbm25	97816_at	400.6	P
Mthfr	102360_at	48	A
Fbrs	101325_r_at	183.1	A
Laptm4b	100571_at	3970.6	P
Htr3a	92919_at	1015.4	A
Egam-1c	104104_at	-1	A
Zp2	93429_at	36.6	A
Mx1	98417_at	203.8	P
Slc27a2	100967_at	19.8	A
Slc1a5	92582_at	270.5	P
Nes	161829_at	-171	A
Trim21	102678_at	350.7	A
Akap1	97367_at	337.9	A
Sycp1	92692_at	36.3	A
Slc25a28	104560_at	936.7	P
Gstz1	160350_at	921.2	P
Rnf7	97836_at	1092.7	P
Kif22	95118_r_at	3377	P
Syt5	104269_at	-4.3	A
Lipe	103083_at	319.6	P
Olfr159	97003_at	383.5	A
Celsr2	92363_at	-700.1	A
1110059E24Rik	160717_at	853.6	P
S100a9	103887_at	-67.7	A
Pvrl2	99934_at	871.1	P
C730048C13Rik	103702_i_at	35.2	A
Car8	102773_at	4.7	A
Rhou	162011_f_at	-203.4	A
Ppp3r1	99183_at	4023.3	P
Cd68	103016_s_at	237.7	P
Shc1	104350_at	3951.9	P
Hk2	94375_at	866.9	P
Hoxb6	103445_at	378.6	P
Nr2f2	103052_r_at	1275.6	P
Tex21	93640_s_at	-7.7	A
Sh3rf1	100707_at	88.6	A
Olfr49	101281_at	127.2	A
Rad51	104527_at	1539.2	P
Cbfa2t2	98371_at	-92.5	A
Tnpo3	96674_at	2009.6	P
Mrps22	160621_at	705.4	P
Myt1l	96496_g_at	-185.9	A
Ipo5	161757_f_at	624.7	P
1110008F13Rik	160333_at	6927.5	P
Rps19	94068_at	21760.7	P
Ube2d2	93069_at	1366.8	P
Prpf31	103885_at	1252.6	P
Xpa	92384_at	901.1	P
Vav1	96511_s_at	61.4	A
Pxk	97325_at	713.9	P
Matn2	161776_at	42.8	A
Ppat	95553_at	95.7	A
Sbno1	104106_at	252.9	A
Saa2	103465_f_at	-34.9	A
Ndn	94811_s_at	-252.7	A
Ddx54	95433_at	658.7	P
Serpinb5	100034_at	-84.7	A
Igh-6	101745_f_at	22.8	A
Zbtb46	161011_at	75.5	P
Klf9	93527_at	388.6	P
Mbtps1	95754_at	3186.3	P
Cldn1	160415_at	73.7	A
Pspc1	103393_at	1065.9	P
Epb4.1l4b	95904_at	470.9	M
Smagp	94423_at	-280	A
Tcf7l1	104458_at	124.2	A
Igll1	99429_at	332.2	P
Nop10	97250_at	9174.5	P
Id4	96144_at	1909.7	P
Rgs7	93645_at	111.7	A
Alg5	95590_at	1432.3	P
Caprin2	92208_at	24	A
Thrsp	160306_at	41.8	A
Gdpd5	162049_f_at	17.6	A
Epha5	98376_at	-0.8	A
Larp7	100410_at	408.7	P
AF067061	94749_f_at	137.7	A
Mfn1	95594_at	1606.8	P
Slc12a2	99500_at	600.5	P
Utp14a	104470_at	489.2	P
Arhgap21	160785_at	1352.3	P
C78282	95971_at	-154.9	A
Ins2	100150_f_at	-13.8	A
Fut4	99406_at	9	A
Pik3r2	102759_at	1108.3	P
Stag2	104595_at	842.6	P
Igfbpl1	162354_f_at	32.4	A
Baiap2	103098_at	3073.8	P
Slc23a2	104267_at	2317.7	P
Sun1	94885_at	1660.6	P
Glg1	100457_at	5518.2	P
Cdh4	95371_g_at	-137	A
Kdm6a	102222_at	1510.2	P
Ndnl2	103220_at	812.3	P
Abcb4	94733_at	395.4	A
Eif4b	100556_at	-52.4	A
Hdlbp	96359_at	6136.5	P
Zfp36l2	160273_at	10390.4	P
Fam126b	92408_at	275.6	P
Man2b1	162150_r_at	150.5	A
Srprb	101114_at	162	A
Ednrb	103550_at	10.1	A
F9	102291_at	-138.5	A
Cryge	103026_f_at	246.1	A
Dlx6as	98867_at	142.3	A
Txnip	160548_at	523.3	A
Atg4b	94551_at	329.5	P
Mst1r	97719_at	-214.8	A
Hbegf	92730_at	2042.9	P
Cdca3	94217_f_at	952.6	P
Glul	94852_at	345.9	A
Wdfy2	161723_at	180.4	A
Hoxb8	96417_s_at	43.3	A
Ube2r2	97460_at	8329.9	P
Zfp36	92830_s_at	558.6	P
Cib1	96957_at	1457.5	P
Smyd2	162269_at	278.6	A
Cldn5	104516_at	-148	A
Csnk1d	97264_r_at	589.4	M
Pam	100496_at	197.6	M
Phb	94855_at	579.4	P
D10Wsu52e	101960_at	1848.2	P
Commd9	104302_f_at	503.2	P
Manf	95749_at	3948.4	P
Tec	103539_at	15.1	A
Usp29	96433_at	58.2	A
Arl6	101439_at	984.9	P
Ereg	98802_at	7.5	A
Siah1b	92290_at	470.2	P
E230006M18Rik	95857_at	-24.3	A
Hspa1a	93875_at	28	A
Myh8	160243_r_at	10.1	A
Gsta4	96085_at	2591.9	P
Asb3	104629_at	905.7	P
Aldoa	161889_f_at	6855	P
Wfs1	103824_at	385.7	A
Socs3	162206_f_at	2237.7	P
Heatr2	93190_at	1262.9	P
S100a10	162340_r_at	351.3	A
Trim30a	98030_at	273.4	P
Lias	98909_at	714.9	P
Olfr91	98779_at	-174.9	A
Fem1a	97213_at	50.3	A
Traf3ip2	96221_at	752.3	P
Ptbp2	94088_at	1564	P
Adarb1	161436_s_at	1820.1	P
Ero1lb	103531_f_at	280.2	P
Tfrc	103958_g_at	4255.5	P
Ppa1	160314_at	2809.7	P
Zfp239	102411_at	426.2	P
Ntsr2	93137_at	166.4	A
Eef2	97559_at	19155.7	P
Foxa2	93950_at	-465.7	A
Myo1d	93427_at	216.1	A
Pip	94151_at	71	A
Sfmbt2	100706_f_at	2791.8	P
Xpo6	104105_at	1584.3	P
Scarb2	101389_at	948	P
Dfna5	103250_at	271	P
Sema6b	99911_at	-48.6	A
Ckb	93126_at	401.2	A
Was	92760_at	286.5	A
Arcn1	94514_s_at	1454.5	P
Pnkp	97332_at	373.7	P
Inpp5d	102884_at	-178	A
Cnga2	161210_f_at	-56.4	A
Il2rg	96807_at	144.9	P
Nkx2-9	96422_at	21.2	A
Limk1	102888_s_at	268.2	P
Taf1a	92339_at	296.4	P
Sc5d	102768_i_at	306.8	P
Gria2	162076_r_at	10.5	A
Rad23b	96103_f_at	1337.2	P
Map3k3	94947_g_at	601.3	P
Gabrb2	101138_at	31.5	A
Il4ra	102021_at	1448.9	P
Man2b1	99562_at	1769.6	P
Morf4l2	96632_at	15872.5	P
Irf7	104669_at	784.7	P
Ube4b	93966_at	1702.8	P
Lrrc23	161392_f_at	417.6	A
Dad1	96008_at	9281.4	P
Lamb3	161188_f_at	-556.2	A
Sephs1	94793_at	50.2	A
Tcap	92602_at	32.4	A
Repin1	160995_at	1419.9	P
Fndc3a	104419_at	994.2	P
Olfr93	102169_at	574.6	A
S1pr1	101953_at	-23.9	A
Eomes	103532_at	-70.8	A
Slc6a18	97465_at	105.9	A
Abcf3	96619_at	452.9	P
Il2ra	101917_at	10.7	A
Lrp10	161625_r_at	-151.7	A
Haus6	99777_s_at	521.4	P
Map2k7	99036_s_at	169.1	A
Psen2	99930_s_at	66.7	A
Wfdc2	96643_at	-22.2	A
Ehmt2	97809_at	3469.2	P
Pex7	104706_at	728.1	P
Prdm5	103989_at	-36	A
Hist1h1b	99803_at	-519.6	A
Ovgp1	100521_at	115.5	A
Ifna4	101789_i_at	-58.1	A
Park7	95491_at	5485.5	P
Adss	99038_at	3876.6	P
Ssr4	101511_at	-35.8	A
Paqr7	99142_at	761.6	P
Ces1c	101537_at	-11.8	A
Cyp7a1	99404_at	25.6	A
3110043O21Rik	100464_at	1291	P
Fgf1	100494_at	76.1	A
Sri	96004_at	1892.1	P
Gm10997	97177_at	24.1	A
Sox18	161025_f_at	364.2	A
Calm4	93744_at	196.6	A
Cggbp1	160575_at	3796	P
LOC640502	97281_at	62.9	A
Lcp1	94278_at	-145.3	A
Ppp2r4	93762_at	6725	P
Pdgfra	161202_r_at	28.2	A
Nfkbiz	98988_at	1015.6	P
Tdo2	93827_at	112.7	A
Ppp1cc	101482_at	5533.7	P
Adck1	101319_f_at	-22.2	A
Fbln1	94308_at	364.9	M
Xcl1	103199_at	6.3	A
Sdc3	98847_at	145.3	A
Gnptab	102205_at	266.6	P
Nipbl	102895_at	643.8	P
Lgi4	103060_at	267.1	A
Tcstv3	96584_f_at	-118.5	A
Sp4	92991_at	-32.5	A
Npr3	97711_at	-25.8	A
Llgl2	101916_at	266.9	M
Cyp2c38	102084_f_at	564.8	A
Myl9	96939_at	49.8	A
Foxn1	92674_at	138.5	A
Folh1	93629_s_at	-43.3	A
Gins2	98932_at	145.8	A
Ndrg1	160464_s_at	2744.9	P
Zcchc6	162250_f_at	-140.5	A
Cd83	99434_at	-76.7	A
Kng1	93837_at	218.9	P
Vps24	96002_at	771.6	P
Lman1	161288_r_at	-105.5	A
Adcy3	160870_at	626.7	M
Setd4	101952_at	-26	A
Timm44	98106_at	1176.4	P
Vcam1	92558_at	7.4	A
Mnat1	161557_at	479.3	A
Prpf4b	102017_at	209.6	P
Ftsj3	162115_i_at	-4.3	A
Ankrd13c	94424_at	1340.6	P
Sec62	92531_at	193.3	P
Rfk	97104_g_at	1791.8	P
Ddc8	92455_at	-72	A
Srcrb4d	95307_at	360.9	A
Dctn5	96636_at	3194.8	P
Krtap8-1	102793_at	-28.5	A
Dido1	95914_at	380.1	P
Pla2g2c	99326_at	127.8	A
Cbfa2t2	97406_at	848.2	P
Fam107b	96640_at	3171.9	P
Lalba	92994_at	-73.8	A
Polr2h	92804_at	1436.9	P
Slc6a6	94405_at	1993.5	P
Dnajc3	102414_i_at	795.2	P
Klf17	162265_r_at	207.9	A
Tuba1a	100343_f_at	22874.4	P
Amz2	95662_at	1289.1	P
Polr2a	103054_at	2211.8	P
Vcl	94963_at	7400.7	P
Ptprv	92663_at	109.6	A
Rpl28	100727_at	25844.8	P
Dus1l	96604_at	721.1	P
Fbxo3	162451_r_at	53.8	A
Cxcl13	102025_at	-56.1	A
Egr2	102661_at	629.3	P
Eral1	103859_at	275.2	P
Pgam1	160091_at	10177.4	P
Ambp	94045_at	-14	A
Cel	99939_at	798.9	P
Ubqln1	95601_at	1757.8	P
Pkn2	104503_at	1490.3	P
Grin1	104685_g_at	-69.3	A
Foxf1a	93704_at	99.9	A
Ipp	94699_at	323.2	P
Acot1	103581_at	929.3	P
Bub1	162264_s_at	129.1	A
Eif4g1	92843_r_at	48.2	A
Sult5a1	93434_at	81.5	A
Serpine1	94147_at	4299.1	P
Mms19	96177_at	516.8	A
Edn1	102737_at	102.9	A
Scin	103715_at	62.8	A
Mid1	92219_s_at	-44.4	A
Csn1s2a	100463_at	-173.1	A
Dut	96287_at	257.5	A
Lgals7	103846_at	-427.4	A
Myh4	98488_at	-2.5	A
Rnaseh2b	97164_at	1207.2	P
Stt3a	98922_at	471.3	P
Mgat2	95417_at	1296.6	P
Zfp36l2	93944_r_at	116.8	P
Cdk5r2	101335_at	195.1	A
Crkl	103848_at	757.2	P
Calca	92533_at	4.5	A
Ada	98632_at	659.8	P
Ggct	94995_at	135.5	A
Svil	104360_at	3483.1	P
Tbx6	93611_at	334.2	A
Tgif2	93621_at	350.7	A
Cit	93686_s_at	767.7	A
Ets1	94332_at	326.8	P
Plekha5	103551_at	691.6	P
Commd3	92878_at	-325.4	A
C80060	96484_at	109.2	P
Bcl2l11	100988_at	425.7	P
Ddx50	92245_at	952.7	P
Tmem150a	103078_at	152.2	P
Arsa	100931_at	1979.4	P
Nr1d2	99076_at	833.9	P
Ccdc86	103768_at	76.6	A
Ube2n	96959_at	6117.7	P
Rorc	99951_at	-44.5	A
Usp14	162059_r_at	3041.7	A
Scoc	95467_at	2614.4	P
Rrad	97319_at	214.5	P
Dpp3	104306_at	2033.2	P
Ncoa3	102024_at	118.4	A
Vps54	102670_at	1471.8	P
Adrm1	97875_at	2291.5	P
Scmh1	103399_at	2847.5	P
Sqrdl	161733_at	49.6	A
Tbl1xr1	103889_at	1382.6	P
Oaz3	160467_at	-227.9	A
Guk1	98544_at	2488	P
Med24	101402_at	1113.2	P
Mtdh	162057_f_at	4811.9	P
Cxx1a	99609_at	-76.1	A
Spock1	161054_at	273.4	A
Srebf1	93264_at	3019.8	P
Rala	94998_at	515.8	P
Ubc	95215_f_at	32009.5	P
Adcyap1r1	98361_at	-87.3	A
Copz1	95149_at	5178.4	P
Ptprz1	92380_r_at	44.7	A
Camk2a	93660_at	-53.9	A
Cnbp	101087_r_at	-37.8	A
Ccdc47	94069_r_at	125.1	A
1110007C09Rik	160835_i_at	629.1	P
Angptl4	96119_s_at	256.7	A
Elovl5	93496_at	5646.7	P
Acot7	100539_at	4759.8	P
Usp42	97780_at	80.4	A
Krt5	94317_at	-50.4	A
Capn7	160718_at	878.3	P
Cldn11	161529_r_at	36.9	A
Kcnj9	161799_r_at	-829.3	A
Nr2c2ap	160654_at	1154.7	P
0610031J06Rik	94047_at	6730.9	P
Kcnk3	102020_at	-114.9	A
Foxk1	160969_at	-94.5	A
Slc25a5	100617_at	5866.5	A
Ppig	160589_at	262.5	P
Srpk2	101857_at	355	P
Atp2c1	95897_at	898.4	P
Pou5f1	161159_r_at	53	A
Scel	161132_at	-63.3	A
Mycn	161417_r_at	-14.5	A
Ap1g1	92288_at	684.9	P
Dpt	96742_at	22.8	A
Nicn1	102059_at	609.9	P
Ccng1	160127_at	1799	P
Nrsn1	92892_at	17.6	A
Taf15	96554_r_at	128.2	A
1500011H22Rik	160749_at	668.9	P
Gfi1b	102260_at	202.2	A
2010111I01Rik	97933_at	2927.1	P
Srsf2	95791_s_at	6342.3	P
Dhodh	161397_r_at	940.8	M
Prcc	97686_r_at	669.4	A
Rnf103	161940_r_at	-66.3	A
Rpl39	94844_at	169.4	P
Crygb	93457_at	57	A
Ndufc1	100628_at	3477.5	P
Il4	92286_g_at	65.1	A
Cox5a	161490_at	66.2	A
Slc10a1	100341_g_at	-8.8	A
Ubr5	101413_at	123.5	A
Dr1	160449_at	2110.5	P
Wdr45l	96264_at	2328.2	P
Fgfbp1	103995_at	-80.8	A
Stip1	100081_at	4434.9	P
Dusp12	98431_at	400.2	P
Mmp3	98833_at	3512.8	P
2410022L05Rik	161906_f_at	172.6	A
Ube2l6	98597_at	443	A
Krt17	92861_i_at	165.8	P
Zfp865	104401_at	168.9	A
Nrtn	93673_at	1002.1	A
Inpp1	93942_at	131.1	A
Hes5	161051_at	-23.1	A
Ugcg	94197_at	581.3	P
Mest	92607_at	-38.1	A
1810030O07Rik	103027_at	2794	P
Npas1	100712_at	222.2	P
Hsd3b2	101659_at	-31.4	A
Kcnj1	103972_at	-178.1	A
Rhd	103340_at	202.1	A
Acp1	93219_at	667	P
Med27	104762_r_at	4472.1	P
Psmc5	161921_f_at	128.8	A
Pcx	AFFX-PyruCarbMur/L09192_3_at	578.2	A
Bub1	97095_at	236.2	A
Ssbp2	103504_at	2954.8	P
Mtap7	93729_at	-84.1	A
Slc38a2	94433_at	3307.7	P
Gm2a	99141_at	478.7	M
Sebox	93668_at	-604.8	A
Polr3a	92654_at	120.6	P
Mllt10	93878_at	237.7	P
Cntn4	102560_at	-110.8	A
Mapk8	104047_at	852.6	P
Mtf2	103657_i_at	276.9	P
Notch4	92652_at	17	A
Grpel2	102761_at	723.3	P
Prkch	99916_at	-18.4	A
Chd8	104059_at	637.7	P
Myl4	100828_at	285.5	A
1500001M20Rik	162417_at	200.6	P
Strbp	103330_at	401.2	P
Eef1b2	96624_r_at	-112.8	A
Ctnnd1	98151_s_at	1488.3	P
Adcy2	103241_at	-463.1	A
Cd96	104430_at	-385.6	A
Tagln	93541_at	208.9	A
Gstm3	97682_r_at	2797	A
H2afy	160399_r_at	788	P
Asxl1	104246_at	1018.5	P
Cct5	161514_at	1127.3	P
Rfwd2	98379_r_at	2174.6	A
Fahd1	99658_f_at	1068.3	A
Mecom	99391_at	103.8	A
H2-gs10	99378_f_at	5905.5	P
Pstk	99190_at	82.7	A
Cxcr7	93430_at	1819.4	P
Smoc2	96926_at	20.5	A
Aak1	98247_at	-256	A
Ktn1	161985_f_at	696.1	P
Rpl10	161657_f_at	9683.5	P
Prg3	95300_at	61.1	A
Serpind1	100966_at	85.9	A
Vapa	94889_at	7516.3	P
Adssl1	98435_at	41.7	P
Amot	95531_at	326.6	P
Morf4l1	94007_at	10114.9	P
Ikzf2	94630_at	-71.2	A
Wnt10b	92751_i_at	503.3	A
Kif11	99541_at	786	P
Apoa2	99648_at	114.7	A
Zbtb22	100899_s_at	1607.9	P
Psme1	101510_at	4068	P
Zfp568	103927_at	149.9	P
Tcf7l2	97660_s_at	-803.5	A
Sin3b	93789_s_at	3922	P
Sdf4	160390_at	17.4	A
Glod4	98613_at	1215.3	P
Cd82	99584_at	2927	P
Nfyc	94968_at	2326.2	P
Ptpn6	102851_s_at	145	A
Map2k4	99960_at	987.3	P
Aqp1	161559_i_at	642.5	A
Psg16	102694_at	-76	A
Slc15a2	103918_at	44.9	A
Ncoa6	95525_at	1118.4	P
Emid1	93689_at	747.5	A
Tes	101551_s_at	350.8	P
Uqcr11	99618_at	4076.6	P
Tfrc	AFFX-TransRecMur/X57349_3_at	2334.3	P
Cdh4	95370_at	-10.3	A
Lsp1	104093_at	322.3	P
Zfp146	98285_at	356	A
Lrp5	103806_at	804	P
Ap2a2	100492_at	441.3	P
Pten	160614_at	2703.1	P
Slc8a1	99524_at	37.3	A
Nudt1	94372_at	1302.9	P
Gbx2	94200_at	-75.5	A
Txnrd3	161284_r_at	1867.3	P
Bad	99670_at	758.5	P
Evx1	98816_s_at	-202.9	A
Rbmy1a1	98783_at	17.4	A
Itga4	102656_at	28.4	A
Cxcl1	95349_g_at	-23.3	A
Anxa1	93038_f_at	15129.8	P
Acsf3	104631_g_at	17.3	A
Papola	160681_at	993.8	P
Nr1i2	93696_at	-131.7	A
D9Ertd26e	99359_at	-115.8	A
Dsg2	98319_at	62	A
Pafah2	104138_at	124.4	A
Mphosph10	104022_at	248	A
Cd3d	161863_r_at	-45.9	A
5730469M10Rik	96634_at	48.2	A
Rmi1	160736_at	244.2	P
Cd47	95020_at	1846.1	P
Mxd4	99024_at	1391.8	P
Xrcc2	94172_at	805	M
Fkbp8	100613_at	2613.3	P
Sh3gl1	93275_at	1880.3	P
C1ra	95415_f_at	1213.3	P
Snx2	96331_at	1179.5	P
LOC100303645	95954_at	32.1	A
Efs	96195_at	242.3	A
Nt5dc3	161073_at	11.9	A
Myo5a	98968_at	633.1	P
Cryab	162308_f_at	660.9	P
Rgn	93766_at	159.5	A
Msh2	100033_at	1630.5	P
Mgll	97510_at	269.2	A
Sf3b3	160208_at	3148	P
Mobp	99047_at	1127.7	A
Fermt3	160815_at	154.6	A
Praf2	97341_at	2256.3	P
Cnot1	99512_at	3164.9	P
Cfc1	103945_at	-48.3	A
Elp3	95717_at	1670.6	P
Aloxe3	97784_at	242.4	A
Selk	160403_at	2566.7	P
Inpp5b	94399_at	987.6	P
S100g	161835_at	-86.3	A
Cdo1	96346_at	101	A
Ccdc6	99080_at	832.4	P
Phf23	103672_at	1929.7	P
Pex14	100029_at	4964.9	P
Alox12b	102216_at	31.9	A
Slc25a48	98792_at	-150.1	A
Ckmt1	160565_at	-43.9	A
Prcc	92250_s_at	80.2	A
Rgs4	94155_at	-7.5	A
Kcnmb1	99832_at	-13.3	A
Ambra1	161044_at	809.1	P
Snca	93273_at	53.3	A
Shisa5	95102_at	5277.3	P
Cdk4	160538_at	8276.7	P
Prm2	160528_at	-121.1	A
Rraga	94257_at	2840.8	P
Foxn3	104664_at	-362.1	A
Csnk2a1	160690_at	1336.1	P
Cwf19l1	161449_f_at	66.4	A
Fdxr	92754_at	478.2	P
Nup50	93047_at	1606.5	P
Cd4	103480_at	329.7	A
Anks3	96817_at	-1.3	A
D4Ertd58e	101688_at	149.2	A
Efna5	99887_at	30.8	A
Lrpap1	100086_at	664	P
Ptafr	94159_at	151.1	A
Bmp2k	93376_at	100.2	A
1190007F08Rik	98458_at	30.4	A
Ina	94334_f_at	-24.1	A
Myh3	160753_at	-54.4	A
Ddx1	161386_f_at	1027.7	P
Stx3	100498_g_at	-21.1	A
Smyd2	160794_at	567	A
Med14	97796_at	182.6	P
2610201A13Rik	161134_at	31.2	A
Lancl1	103656_at	1104.7	P
Sucla2	93502_r_at	357.4	P
Sstr3	101309_at	-2523.5	A
Rcn1	160896_at	3529.1	P
Snapc3	97705_at	517.6	P
Ddx24	99096_at	1135.6	P
Ramp3	92368_at	2977.3	P
Rcvrn	101151_at	-311.2	A
Fpr1	99387_at	-11.1	A
Kcna3	92392_at	-33.1	A
Clec4f	104642_at	38.8	A
Hnf4g	101704_at	107.9	A
Kcnk4	94185_at	-244	A
Copz1	161319_at	68.8	A
Chrnd	96549_at	337.6	A
Clns1a	93812_at	2602.9	P
Ctla2a	162421_r_at	-253	A
Pkib	102858_at	11.6	A
Lmx1b	101775_at	-159.4	A
Igfbp7	160527_at	1085.3	P
Zfp532	161096_at	174.2	P
Bphl	96231_at	606.4	P
Pth	102078_at	3.3	A
Socs3	92232_at	2363.3	P
Actl6a	95659_at	1271.1	P
Vti1b	100964_at	2892.7	P
Sstr4	101717_at	1086.6	A
Pabpc1	100720_at	32881.5	P
Gngt2	160893_at	-52.3	A
Reep5	103886_at	3520.5	P
5430437P03Rik	93992_at	917.9	P
Sh3bp2	92975_at	296.4	P
Cct3	161238_f_at	1148.8	P
Zfp64	103841_at	274.5	P
Gm3258	95795_at	1918	P
Trp53-ps	101618_r_at	494.9	A
Dhx15	160572_at	706.2	P
Mbd4	103285_at	76.7	A
Sbf2	104427_at	898	P
Mlh1	104577_at	274.9	P
Iscu	95645_at	602.4	P
Casp4	102905_at	110.8	A
Zwint	160455_s_at	6035.4	P
Kcnj15	99973_s_at	30.5	A
2900097C17Rik	95848_at	1788.7	P
Brd1	98468_r_at	246	P
Nsmaf	160826_at	496.8	P
Gps1	96943_at	6859.1	P
Bmp4	93455_s_at	1830.9	P
Prss23	94238_at	3906.8	P
Wt1	93856_at	118.2	A
Stxbp3a	92648_at	1148.1	P
Slc6a9	96160_at	781.8	A
Zscan21	162492_at	-88.7	A
Rod1	93829_at	2085.6	P
Homer1	104499_at	41.5	A
Rac1	101555_at	15558.1	P
Rnpep	160351_at	1519.9	P
Cpa3	102351_at	-37.2	A
Slfn1	102264_at	141.7	A
Creb3l1	102231_at	1161	A
Trpc1	94740_g_at	19.3	A
Sec14l1	95664_at	547.4	P
Fmod	99152_at	-92	A
Il15ra	161023_at	256.4	A
Ndufs6	96292_r_at	5301.9	P
Hdhd2	98881_at	631	P
E2f1	102963_at	305.5	P
Gnb4	93949_at	-208.6	A
Atp2a2	99570_s_at	148	P
Mgst3	99576_at	3	A
Gabrr1	100675_at	47.7	A
Jak1	98911_at	1285.9	P
Cant1	103515_at	1821.1	P
Fubp1	94395_at	183.3	A
Ttc39b	93462_at	689.2	P
Ugt8a	98872_at	-106.1	A
Rps5	99336_at	23665.7	P
Irf2bp1	100007_at	1679.8	P
AI596198	97119_at	-7	A
Mcrs1	98563_f_at	1760.8	P
Hdac1	96046_at	1128.4	P
Fastk	97800_at	2600.8	P
Parp6	103338_at	302.2	A
Pcnp	99195_at	20.2	A
Minpp1	99640_at	2182.5	P
Vav1	97562_r_at	78.7	A
Tff2	93302_at	-49.6	A
Degs1	95688_at	3672	P
Ighg	102825_at	45	A
Psmc3	93735_f_at	6416.8	P
Tars2	102199_at	464.2	P
Ephb2	98771_at	261.7	A
Cyp2d26	94540_at	-338.3	A
Chrne	92967_r_at	1469.3	A
Il12rb2	99323_at	8.3	A
Klhdc2	95622_at	1935.7	P
Gja8	101286_at	110.7	A
Usp4	161305_r_at	-26.6	A
Adk	101647_at	161.8	A
Sh3rf1	161061_r_at	66.7	A
Mcm5	100156_at	4712.7	P
Kdm1a	98889_at	194.4	P
Slc30a9	96845_at	769.4	P
2610002J02Rik	102056_f_at	1509.7	P
Trim30a	162086_r_at	10.2	A
Nt5dc3	162183_at	-12.1	A
Psmc2	95448_at	5163.4	P
Gnpat	94562_at	1293.3	P
Fam54b	96917_at	185.6	A
Insig1	92396_at	-11.8	A
Epb4.1	160379_at	-35.1	A
Cma1	102408_g_at	-1234.9	A
Psap	97560_at	1447.2	P
Lasp1	93793_at	5446.8	P
Cyp4b1	103353_f_at	7.3	A
Polm	104690_at	3404.5	P
Bag3	96167_at	1609.1	P
Mki67	161931_r_at	381.1	P
Hgs	101448_at	4403.5	P
Hpx	98116_at	-26.9	A
Gria2	92945_at	-0.4	A
Arpc5	96277_at	243	P
Prm1	99589_f_at	159.6	A
Apobec1	98398_s_at	816.2	P
Ppara	102668_at	333.2	A
Tyrobp	100397_at	-40.7	A
Ift88	100404_at	3127.9	M
Supv3l1	94368_at	-40.3	M
Mdk	160561_at	-57.4	A
Spin1	99563_at	2329.4	P
Apob	96792_at	13.4	A
Col2a1	95410_s_at	195.6	A
Extl3	95591_at	1128.9	P
Ly75	103258_at	924.9	P
BC004004	95517_i_at	3273.4	P
Nt5c3l	102100_f_at	111.2	A
Syt1	93005_at	23.2	P
Reln	161231_r_at	156.4	A
