GENE_SYMBOL	ID_REF	VALUE	ABS_CALL
Ssx2ip	96724_r_at	488.9	P
Pik3c3	104699_at	67.9	A
Idi1	96269_at	7817.2	P
Mthfd2	161478_at	-126.3	A
Dnajb9	96679_at	104	P
Son	94386_at	636.2	P
Rs1	101702_at	-42.5	A
Serf2	162055_f_at	463.4	A
Ttc35	100400_at	727.4	P
Ndufb10	162280_f_at	-95.4	A
Mdh2	93991_at	11966.2	P
Gclc	99649_at	1030.8	P
Cox6a2	99667_at	-30	A
Tmem5	160642_at	136.5	A
Sae1	95703_at	3788.3	P
Ss18	99610_at	1827.8	P
Drd2	97776_at	223.5	A
Fam132a	95052_at	1292.3	P
Zeb1	99052_at	1689.6	P
Acp1	96052_at	3869.4	P
Spnb3	93618_at	62.6	A
Capzb	95141_at	740.4	A
Zfp161	96474_at	119.6	P
Mpdu1	101901_at	458.3	P
D10Wsu102e	160707_at	418	P
Setd1a	96414_at	238.3	P
Hmgcs1	94325_at	8387	P
Lrrn1	161959_f_at	53	A
Tank	103328_at	1523.2	P
Sf3a2	92197_r_at	-1397.6	A
Grwd1	103853_at	359.3	P
Dazl	94750_at	-3.9	A
Nup85	99662_at	2073.7	P
Nacc2	92525_i_at	1194.1	P
Gjb6	161607_r_at	79.7	A
Sept11	98778_at	336.6	P
Spcs2	96855_at	4647.1	P
Ifitm6	95303_at	240.5	P
Dpy30	98886_at	2948.1	A
Atf1	100984_at	2428.5	P
Fasn	98575_at	3461.6	P
AA517864	97134_at	115.5	A
Sun2	104235_at	4553.4	P
Asf1a	95879_at	65.8	P
Krt15	160852_at	-201.6	A
Mll5	103969_at	1729.8	P
Ythdf3	95395_at	374.1	P
Orm3	102575_at	371.1	A
Nr1h3	104381_at	-111.2	A
Ipo4	95034_f_at	610.2	P
Ftsjd1	103497_at	372.2	P
Acp1	96054_f_at	1402.7	P
Klk1b26	102693_f_at	-85.7	A
Ghrl	160873_at	128.3	A
Grsf1	96684_at	1326.5	P
Ubr3	95031_at	97.9	M
Fbxw5	96799_at	589.4	P
Hmx1	94102_at	-86.1	A
Xpc	95626_at	181.8	P
Cd36	161704_r_at	-131	A
Cyfip1	102752_at	2738	P
Ntsr2	93137_at	591.9	A
Emr1	103507_at	-207.3	A
Itpa	93795_at	1416.3	P
Il6st	98349_at	1119.7	P
2210016L21Rik	161847_r_at	445.9	A
Ptprr	92303_at	756.5	A
1110038F14Rik	94233_at	1483.4	P
Lrwd1	97488_at	2338.6	P
5730469M10Rik	96634_at	114.5	A
Ints6	99171_at	139.7	A
C030018P15Rik	101599_at	162.1	A
Sspn	102378_at	2639.9	P
Fam82a2	95078_at	820.7	P
A930012N16Rik	95975_at	27.8	A
Klc1	93565_at	917.6	P
Diap1	160976_at	1225.7	P
Cwf19l1	161942_f_at	60.3	A
Sh3bgrl2	103744_at	176.7	P
Tgm2	93352_at	297.6	P
Gng10	99175_at	1342.5	P
Ntrk3	95334_at	-136.2	A
Rnf14	93958_at	897.9	P
Rbm15	161002_at	330.1	A
Utf1	102220_at	261.1	A
Ang2	101735_f_at	-12.3	A
Mycbp	102766_at	76.1	A
Lamp2	101590_at	5660.1	P
Kcnn4	102198_at	2118.4	P
Zbtb45	96535_at	832.9	P
Adam8	103024_at	-59.9	A
Ppyr1	101736_at	157.1	A
Mc3r	101822_at	52.5	A
Ccl1	94165_at	292.4	A
Glo1	93269_at	2026.7	P
Sin3a	103011_at	1062.9	P
Popdc3	103484_at	-52.2	A
Fzd4	95772_r_at	-6	A
Tub	98805_at	-413.6	A
Cnn2	94004_at	3402.8	P
Dgcr2	161247_f_at	380.8	P
Rel	98813_at	78.5	A
Eif4g1	103926_at	849.3	P
Pcmt1	94347_i_at	261.7	P
Arpc3	95434_at	4234.5	P
Zfp185	102275_at	-161	A
Araf	102286_at	209.7	M
Cox18	92388_at	1827.7	P
Dnm1	103031_g_at	2270.2	P
Trpv2	98963_at	32.6	A
Psapl1	100043_f_at	76.6	A
Chka	100516_at	465.2	A
Cish	100022_at	772.8	P
Frk	92959_at	446.3	P
Dock5	103260_at	829.5	P
Dmgdh	104086_at	44.9	A
Pcdh7	101796_at	-69.3	A
Alg2	104277_at	1314.9	P
Esx1	99906_at	-4.5	A
Cdan1	103524_at	574.9	P
Litaf	93753_at	5517.5	P
Pabpc2	101938_at	303.8	P
Maea	160450_at	4184.4	P
Tfdp1	101958_f_at	1585.1	P
Trim3	104441_at	300.2	A
Slc25a14	98470_at	28	A
Cxcl5	98772_at	34741.8	P
Rgnef	92710_at	3.5	A
Amz2	95662_at	1388.1	P
Cd151	97932_f_at	10267.6	P
Htt	102927_s_at	403.5	A
Retsat	95026_at	449.1	P
Ddost	101074_at	1720.8	P
AI314180	95577_at	1313.6	P
Ascl2	101355_at	-157.5	A
Mrps24	101085_at	2700.2	P
Plp1	92802_s_at	186.3	A
Bop1	160878_at	2377.4	P
Aqp9	104328_at	-106.8	A
Glg1	100457_at	4756.5	P
Ino80c	100743_at	603.7	P
Wasf2	94856_r_at	-6.1	A
Irak1	98595_at	1661.9	P
Pdcd6	162490_f_at	777.5	P
C80012	95994_at	-1123.3	A
Stt3a	161285_r_at	218.3	A
Nap1l4	161505_i_at	255.9	A
Dcp1a	96223_at	325.4	A
Dhrsx	93238_at	2714.5	P
Gpr143	98871_at	14.7	A
Tob1	99532_at	3077.5	P
Ankrd57	104494_at	242.2	P
H2-M9	101341_at	620.6	A
Zfp771	162310_r_at	-304.2	A
Sec13	95091_at	5732.7	P
1110003E01Rik	160240_at	3107.8	P
Psme3	93803_at	962	P
Mapk8ip1	161619_f_at	74.7	A
Nptx1	93134_at	129.5	A
Rpf2	97703_at	451.3	P
Usp19	93751_at	1943.9	P
Ndrg4	161998_f_at	633.2	P
Sdcbp	93017_at	681.3	P
Eif4b	100556_at	81.6	A
Nfic	92241_at	4822.2	P
Gas5	98531_g_at	3890.9	P
Sim2	92896_s_at	-26.9	A
Sc5d	102768_i_at	527.6	P
Krt17	92861_i_at	-40.2	A
Cyp2b19	102690_at	-440.3	A
Ptpn14	98385_at	604.3	P
Gm10228	101375_at	-28.6	A
Apoa5	95727_at	-5.2	A
Sparcl1	160319_at	-56.3	A
Mettl11a	104219_f_at	496.9	P
2810043O03Rik	98756_at	-80.8	A
2810040C05Rik	99006_at	-119	A
Klra9	94779_f_at	12.3	A
Arhgef3	160840_at	372.4	P
Prol1	101139_r_at	-71.9	A
Fabp4	100567_at	64.3	A
Traf2	98416_at	1362.9	P
Neurod4	94123_at	209.9	A
Ahcy	96026_at	786.3	P
Zfp28	100724_at	311.3	A
Nsg1	161463_f_at	393.6	A
Abcb10	104394_at	214.7	A
Rassf2	94771_at	499.8	P
Pim2	161233_at	-216.9	A
Ubc	162125_f_at	11478.1	P
Larp1	94260_at	3832.1	P
Ccar1	95094_g_at	611.4	P
Ppil2	95112_f_at	1983.4	P
Crat	103646_at	848.4	P
Rab3a	161790_at	-144.3	A
Elovl1	95642_at	391.9	A
Atp6v0a2	102273_at	529.3	P
Hif1a	98628_f_at	8981.1	P
Pppde2	104141_at	2037.3	P
Wdhd1	96625_at	1098.6	P
Ccna1	92911_at	42.3	A
D8Ertd107e	101224_at	-59.7	A
Grina	99160_s_at	3344.6	P
Npr3	97711_at	-16.1	A
Sytl4	96978_at	187.6	A
Ino80e	99948_at	-64	A
Zranb1	93177_at	128.5	A
Tex21	93640_s_at	-67.9	A
Sec61b	93548_at	6290.2	P
Thbs2	94930_at	250.2	A
Ctsl	101963_at	9281.2	P
Gata2	161820_f_at	-108.4	A
Sh2d1a	103279_at	62.9	A
Khdc1c	103992_f_at	107.6	A
Stk16	93272_at	1271.7	P
Dab2	104633_at	955.9	P
Mcm3ap	97433_at	712.6	P
Fip1l1	104600_at	458.8	P
Zfp277	161334_r_at	171.3	A
Trp53-ps	101618_r_at	541.6	P
Mfsd1	94549_at	1247.1	P
Gpr50	101763_at	699.1	A
Vps37c	103557_at	1606	P
Rce1	96838_at	1174.9	P
Ak4	99521_at	251.8	A
Zbed3	160445_at	863.8	P
Zbtb20	94780_at	434.9	P
Upf3b	162275_f_at	109.5	A
St13	97310_at	3023.7	P
Kcmf1	95071_at	247.5	M
Sgol1	161676_at	250.6	A
Ang	94392_f_at	370.9	P
Btrc	160790_s_at	367.1	P
Map1lc3a	97447_at	431.3	P
Asgr1	161566_r_at	-58.1	A
Rab33b	97058_f_at	496.3	P
Jkamp	160302_at	597.3	P
Gorasp2	94876_f_at	8313	P
Rasal3	92206_at	215.5	P
Slc35e1	161355_f_at	113.9	A
Hsd17b4	97515_at	2061.6	P
Tmem126a	94508_at	2237.3	P
Hspbp1	100987_f_at	741.8	A
Ccl7	94761_at	898.8	P
Jam3	98957_at	10.7	A
Top3b	103823_at	662.1	P
Etf1	96755_at	5116	P
Tmem191c	160964_at	1652.6	P
Cacng1	100896_at	93	P
Clcn2	92385_at	67.3	A
Dmc1	96498_at	-78.6	A
C330006A16Rik	95604_at	753.8	A
C78444	95972_at	-39.8	A
Ssr1	97722_at	2749.8	P
B4galt6	102936_at	-32.8	A
Trdmt1	93470_at	305.6	P
Nupr1	160108_at	1383.6	P
Expi	103051_at	103.7	A
Pbx3	93615_at	681.3	P
Mlph	96540_at	29.8	A
Agr2	101076_r_at	-12.4	A
Adk	101647_at	91.9	A
Plcg2	103503_at	-75.5	A
Itgb3	99904_at	-46.9	A
Aldoa	161889_f_at	6594.9	P
Pmf1	98552_at	559.5	M
Lbp	96123_at	49.6	A
Cul1	94002_at	1841	P
Skp1a	99607_at	2804.7	P
Gnb3	99238_at	40.3	A
Rnf20	104749_at	651.3	P
Evi2a	98026_g_at	419.2	P
Strn	100761_at	170.2	A
Cox6b1	99114_r_at	208.8	P
Hnrnph3	104231_at	318.5	P
Slc4a7	162040_r_at	9.5	A
Fkbp4	92808_f_at	3552.5	P
Grin1	104685_g_at	-33.6	A
Gast	162472_f_at	64.2	A
Impad1	95457_at	3881.4	P
Gldc	95603_at	82.3	A
Ctsw	92214_at	-523.8	A
Brd7	100543_s_at	1586.8	P
Brd1	98468_r_at	331.2	P
Fpr3	95770_s_at	81.5	A
Shfm1	95456_r_at	10880.1	P
Col9a3	162103_i_at	29.4	A
Skiv2l	103414_at	1466.7	P
Tars2	102199_at	155.3	P
Itgav	98366_at	534.8	P
Cdca5	160699_at	694.1	P
Olfr15	101303_at	71.7	A
Ero1lb	103531_f_at	356.3	A
Myo1c	95506_at	5550.9	P
0610009D07Rik	95714_at	3846.5	P
Exosc7	99151_at	575.1	P
Fam69b	160904_at	195.6	A
Lamc1	102404_at	133.7	A
Dhodh	161397_r_at	510.5	A
Rdh13	94765_at	-307	A
Adora2b	99864_at	9.2	A
Lor	162324_at	-316.4	A
Krt33b	162106_f_at	52.5	A
Fbxo38	103893_at	866.1	P
Rag2	101163_at	-75.1	A
Tsn	93012_at	41.2	A
LOC544903	98765_f_at	629.5	P
Atp6v0a1	103275_at	535.9	P
AA516738	94683_at	119.3	A
Ncaph2	160347_at	2885.2	P
Rab7	99587_at	6144.6	P
Parg	160949_at	708.1	P
Hist1h2bp	162169_r_at	-486.6	A
Kcnj8	102849_at	27.6	A
Fam173a	94933_at	1671	P
Nusap1	102115_r_at	311.2	A
Pex14	100028_r_at	-32.6	A
Sult2a2	104484_at	121.8	A
Cbl	100291_at	54.1	A
2310016M24Rik	100537_at	18.5	A
Dtymk	98618_at	3191.6	P
Ptger2	98768_at	-38.2	A
Tmed7	94903_at	5153.5	P
Creg1	160502_at	196.8	A
Shmt1	104700_at	-192.4	A
Myb	92644_s_at	-13.4	A
Med10	94502_at	1301.6	P
Sell	102838_at	26.9	A
Acin1	97441_at	1478.1	P
Gucy2c	103942_at	-526.4	A
Sfmbt2	100706_f_at	1299.1	P
Hs3st3a1	161943_at	-31.7	A
Pld2	94371_at	1148.6	A
Npy1r	93007_at	13.9	A
Cenpe	93450_at	119.2	A
Myo9a	97097_at	361.8	P
Lclat1	95386_at	863.2	P
Slc30a1	93938_at	226.3	P
Rundc3a	103960_at	290.2	A
Lman2	161472_r_at	227.3	P
Slco3a1	161006_at	994.2	P
Krt86	93556_at	805.6	P
Dlk1	101975_at	835.5	P
Thpo	97734_at	-204.8	A
S100a13	161862_i_at	173.9	P
1500001M20Rik	162417_at	314.2	P
St3gal3	97778_at	319	A
2610019F03Rik	100902_at	-54.7	A
Acads	161469_r_at	670.2	P
Slc23a1	104387_at	-24.9	A
D4Wsu53e	92542_at	3608.8	P
Usp3	99085_at	689.9	P
Notch2	104188_at	836.5	P
Tet1	95247_at	1.8	A
Fpr-rs4	101802_at	-6.2	A
Ptpn12	102840_at	857.3	P
Copg	94427_at	910.8	P
Sms	98136_at	1984.2	P
Sec14l2	96759_r_at	-118.3	A
Serf2	160563_at	467.9	A
Rcan3	102374_at	418.9	A
AI503316	160316_at	246.4	A
Cpsf3l	94053_at	48.6	A
Fxyd5	103394_at	2924.3	P
Foxa1	92697_at	-47.1	A
Mapkapk5	104364_at	663.7	P
Olfr155	96999_at	-84.7	A
H2-gs10	99378_f_at	2514.4	P
Six5	97122_at	-109.3	A
Blcap	98055_at	530.4	P
Lmna	98059_s_at	22422.3	P
Ssr2	101061_at	5438.4	P
Srpx	103568_at	-431.6	A
Rac2	103579_at	385	A
Mtdh	162057_f_at	4519.3	P
Lage3	104078_g_at	1536.5	P
Hspa5	101955_at	14537.4	P
Cox8b	161205_at	-3.3	A
Pptc7	99503_at	1440.5	P
Cox7a2l	160383_at	5646.3	P
Fus	104355_at	-25.3	A
Riok3	161551_f_at	322.3	A
Rit2	100505_at	32.9	A
Pml	99015_at	1398.2	P
Rgs2	97844_at	741.6	P
Hs3st1	102410_at	292.6	A
Zfp148	99502_at	1238.8	P
Tmem168	162291_r_at	134.5	A
Hgd	98582_at	-236.4	A
Trim13	103691_at	552.9	P
Xpo6	104105_at	2570.9	P
Nip7	161114_i_at	94	A
Sec16a	104624_at	2431.4	P
Zfp68	95521_s_at	353.2	P
Cd99l2	160435_at	986.8	P
Igbp1b	100287_at	118.1	A
Zfp94	101655_at	-32.5	A
Mtx1	161898_i_at	300.2	A
Galnt3	99011_at	-154.7	A
Golim4	104004_at	677.6	P
Tcf19	102354_at	2682.1	P
Clcn3	94463_at	270	P
Clec4f	104642_at	181.9	A
Igtp	160933_at	256.5	P
Plekhb2	97915_at	1282.4	P
Sash1	162154_i_at	-140	A
Tcfcp2l1	97193_at	77.7	A
Ip6k1	162092_f_at	-221.5	A
Rcc2	160206_at	269.8	P
Sprr1a	160909_at	-241.2	A
Atf6b	92394_f_at	2288.7	P
Rps6kb1	93899_at	609.4	P
Pdc	94139_at	6.2	A
Abca4	97730_at	-31.8	A
Kcns1	101624_at	110.6	A
Mybbp1a	101010_at	119.6	A
Tnfrsf19	160670_at	-14.6	A
Glt25d1	96925_at	3659.3	P
Ywhah	97535_at	3913.2	P
Tnfaip6	98474_r_at	51.8	A
Sgce	101861_at	2464.9	P
Serpinb3a	101816_at	15.9	A
Sult1a1	103087_at	-101.3	A
Arid3a	103496_at	-91	A
Pkig	92549_at	1581.6	P
Mrpl2	161910_at	88.9	A
Mgea5	94499_at	1379.2	P
Rnf19a	100509_at	1542.9	P
Sox6	92726_at	-144.4	A
Reg2	161302_r_at	543.8	P
Gria1	92944_at	-195.8	A
Mxd1	94688_at	80.3	A
Scn3a	100691_at	-26.1	A
Rock1	160746_at	113.1	A
Slc29a1	161687_r_at	57.8	A
Slu7	160772_i_at	632	P
Fhit	102628_at	114.3	A
Tff3	100106_at	264.2	A
Ptpn22	92356_at	-178.4	A
Mef2b	93418_g_at	-1559.3	A
Mmp9	162369_f_at	-68.4	A
Cyb5b	96878_at	1726.8	P
Actr10	161057_at	164.9	P
Adam28	101723_r_at	951.9	A
Mtch1	95689_at	2669.9	P
Pdcd1	98836_at	55.7	A
Hspa4	161745_f_at	384.4	A
Lsm4	93008_at	4165.4	P
Zranb2	93772_i_at	2764	P
Pdgfra	161202_r_at	51.1	A
1700017B05Rik	104389_at	1756.6	P
Dgcr6	94956_at	712.4	P
Grsf1	161453_r_at	17.8	A
Phb2	98545_at	3396.4	P
Alox12	102290_at	-178.8	A
Sorbs1	161946_r_at	-61.3	A
Mrpl30	96082_at	1948.4	P
Fgfr2	93090_at	996.9	P
Tceb2	160402_at	18332.3	P
Sncg	104280_at	40	A
Sec23b	161939_f_at	208.5	P
Synj2bp	101548_at	249.4	P
Ptgis	104538_at	-70.2	A
H2-M2	101300_at	740.7	P
Aldh1a3	98372_at	66.9	A
Rufy1	92182_at	469.1	P
Copz1	95149_at	6374.6	P
Ipo5	93070_at	2212.8	P
Yipf1	95042_at	2821.3	P
Slc1a2	96202_at	237.1	A
Tgfa	92369_at	-52.8	A
Gfap	94144_g_at	-111.4	A
Eprs	96628_at	791.8	P
Meox2	99937_at	129.4	P
Zfp91	162485_at	86.9	A
Gapdhs	102946_r_at	-2155	A
Mcm3	160496_s_at	5046.1	P
Nrg3	99834_at	-35	A
Dhrs4	96678_at	559.1	P
2410022L05Rik	161906_f_at	305.2	P
Tmed2	93817_at	823.1	A
Cdc42se2	95153_at	1348.9	P
Ppp1r2	95680_at	70.4	P
Azi2	94006_at	243.7	P
Krtap13	94183_at	478.6	A
Efna3	100289_at	1822.3	P
Ewsr1	94810_at	5400.8	P
Rnpepl1	96184_at	807.9	P
Atp2a1	162223_f_at	-94.6	A
Chst2	102639_at	307.3	A
Tgs1	93911_at	559.5	P
Usp14	96061_at	2790.3	P
Foxred1	103879_at	986.7	P
Pygo2	104339_at	1343.1	P
Ptrf	99901_at	318	P
Ckap2	104322_at	2456.5	P
U29423	97570_at	139.4	A
Aldh7a1	97450_s_at	1094.9	P
Ndst2	161336_r_at	286.3	P
1810030O07Rik	161169_f_at	364.5	P
Ap3b1	103878_at	3054.9	P
Rgr	95331_at	114.3	A
Mvd	160770_at	1214.9	P
Clec3b	92224_at	-42.7	A
2900097C17Rik	95848_at	1766.3	P
Rgs11	161309_r_at	157.2	A
Pmm1	93360_at	640.4	P
Chl1	161239_r_at	-73	A
Rbp2	92811_at	-68.1	A
Zfyve16	96491_at	334.6	P
Cdk5	100444_at	1644.8	P
Spats2	104069_at	4708.7	P
Nhsl2	161909_r_at	-257.8	A
Lias	98909_at	793.3	P
Pttg1ip	94473_at	5434.9	P
Kcns2	101625_at	153	A
Pld4	162043_i_at	8.7	A
Tspan31	98144_f_at	2897.8	P
Zpbp	93955_at	-14.6	A
Rax	97149_at	300.8	A
Srsf7	160368_at	185.6	M
Actr1a	97714_r_at	-73.7	A
Pde6a	100696_at	233.2	A
Ndufv2	162327_f_at	1695.7	P
Slc7a3	93133_at	-241.4	A
Rab18	94319_at	4138.1	P
Nr2c1	92190_at	351.6	P
Stx1a	100933_at	-183.3	A
Gsr	160646_at	1571.8	P
C530030P08Rik	97147_at	15	A
Lyrm2	102368_at	693.6	P
Man1a2	92650_at	-3.6	A
Zcchc7	161425_r_at	14.3	A
Ppp2r1a	92573_at	6994.8	P
Pomc	94026_at	190.1	A
Ppp3r1	99183_at	3139.9	P
Syngr1	102221_at	-71.7	A
Rhoh	103231_at	-145.5	A
Srgap2	96516_at	122.4	A
Srp9	101579_at	1630.8	P
Vamp1	93653_r_at	378.1	A
Magoh	160550_i_at	3984.9	P
Mx2	102699_at	255.1	A
Tex19.1	102418_at	-168.1	A
Mrps2	160423_at	886	P
Calu	101107_at	6678	P
Phtf1	94406_at	1437.3	P
Il5ra	97128_at	44.1	A
Igfbp2	98627_at	180.5	M
Adrb1	102151_at	-118.4	A
Cox7b	101580_at	7934.5	P
Ppp2cb	101101_at	2055.3	P
2310014H01Rik	104341_at	4433.3	P
Stoml2	96289_at	3763.4	P
Azgp1	96867_at	2.2	A
Stat3	99100_at	1507.2	P
Tm4sf1	101522_at	235.2	P
Lactb2	97258_at	265.2	A
Auh	94787_at	60.2	A
Krtap8-2	97152_at	-86.8	A
Jagn1	93579_at	2038.1	P
Zfp354a	98803_at	-16.2	A
Slc35e1	104475_at	811.5	P
Apoa2	161924_f_at	-45.7	A
Cd55	103617_at	6.3	A
Edn1	102737_at	34.9	A
Cd96	104430_at	84.1	A
Snd1	96260_at	1011.6	P
Figla	94627_at	183.3	A
Ptafr	94157_i_at	-78.6	A
Ckmt2	161876_r_at	56.4	A
C79741	95992_at	193.5	A
4933407C03Rik	103584_at	2219.6	P
Nop16	95657_f_at	1463.9	P
4632419I22Rik	93436_i_at	394.4	P
Kdelr2	101922_at	3999.4	P
Fam32a	97864_at	775.4	P
Mbd2	160833_at	879.3	P
Inpp5j	103732_at	114.8	A
Svs6	97698_at	-45.9	A
Capn6	97943_at	510.8	A
Ascc1	92375_at	432.9	P
Erf	93670_at	1169.5	P
St6galnac2	99055_at	1067.3	P
Abcb4	94733_at	594.8	A
Prps1	95507_at	1559.1	P
D10627	94110_f_at	771.4	P
Lgr5	98297_at	-185.9	A
Sgta	96872_at	3941.1	P
Lgals2	160221_at	165.8	A
6330416G13Rik	161029_at	252.8	P
Herc1	97923_at	771.4	P
Bsn	95317_at	-185.7	A
Impact	101501_r_at	305.3	P
Gm16699	102152_f_at	677.6	P
Gucy2c	97561_at	-327.1	A
Cidec	102016_at	102.3	A
Inpp4a	161063_r_at	1266	A
Polr2e	93325_at	730.1	P
Stom	100051_at	3099.1	P
Hpgd	93351_at	55.1	A
Cdk4	160538_at	10234.2	P
Lrp10	161625_r_at	-148.3	A
Pclo	97753_at	-10.9	A
Tnfaip2	160489_at	1425	P
Nt5dc2	96885_at	-71.2	A
Rai1	98791_at	-110.9	A
Gzmk	99398_at	-310.1	A
Polr2j	100461_at	3051.8	P
Ybx2	104440_at	-656.6	A
Lst1	103571_at	131.6	A
Sypl2	103838_at	302.1	A
Usp34	102646_at	996.8	P
AA517841	95248_at	-57.3	A
Pdgfrb	160867_at	2219.6	P
Heatr2	161973_r_at	176.6	A
Chmp4b	99472_at	-100.2	A
Cwf19l1	162012_r_at	177.6	P
Smad2	104536_at	1108.7	P
Dync1i1	103809_r_at	524.6	A
Pls3	94445_at	7624.5	P
Muc1	102918_at	-406.8	A
Traf6	104189_at	404.1	P
Tpp2	161537_f_at	345.3	P
Sox1	92342_at	-91.7	A
Dok1	102896_at	1842.6	P
Snhg1	97838_at	2002.2	P
C77137	102140_at	173.3	A
Ddx5	93493_at	4691.5	P
Hmga2	99058_at	2965.4	P
Dffb	100294_at	190.9	A
Odz3	92500_at	-34.2	A
Angptl4	96118_at	401.9	A
Padi4	103278_at	253.4	A
Sdhaf2	103097_at	1400.1	P
Use1	99188_at	2220	P
Il4	92286_g_at	-2.2	A
Rps6ka2	98007_at	363.2	P
Gli1	94097_at	190.6	A
Pick1	161638_f_at	159.7	A
Cd3d	92683_at	-110.3	A
Nnat	97520_s_at	25.4	A
Hint2	94365_at	722.5	P
AA414903	100750_at	217.4	P
Basp1	95674_r_at	13933.5	P
Rngtt	94416_at	295.4	A
Rfc1	98335_at	680.7	P
Iqgap1	100561_at	2261.7	P
Fabp5	160544_at	2451.8	P
Cd200	101851_at	23.9	A
Ppic	100089_at	3633.3	P
Map2k1	92585_at	1245.5	P
Stk3	98775_at	367.4	P
Amac1	93386_at	153.1	A
Shc3	101149_at	-39.3	A
Sec24c	99617_at	2901.3	P
C2	162366_r_at	49.7	A
Ly6g6d	98286_at	516.6	A
Dbf4	160687_r_at	115.8	P
Rcbtb1	160959_at	538.2	P
Acp5	98859_at	105.6	A
Mapkapk2	160353_i_at	260.6	P
Tep1	93367_at	126.8	A
Cry1	94420_f_at	829.5	P
Igdcc3	94118_r_at	-3399.6	A
Chchd3	93815_at	3196.4	P
Igbp1	162460_f_at	504.4	P
Atp2c1	161574_r_at	68.6	P
Nsdhl	93868_at	2338.8	P
Actn3	162164_f_at	501.1	P
Gnb1	94854_g_at	1663.7	P
Fzd9	99844_at	75.1	A
Prkce	103223_at	229.1	P
Ctsk	160406_at	51.2	A
Ube2o	104362_at	785.7	P
Pck2	97398_at	1333.8	P
Phkg2	97971_at	346.3	A
Mki67	99457_at	2739.6	P
Cdc25c	102934_s_at	1455.6	P
Sept1	102962_at	-183.7	A
Gdf3	161144_r_at	-77.9	A
Recql5	97108_at	202	P
Usp21	95027_at	446.8	P
Zfp706	97463_g_at	7494.3	P
Cct6a	160459_r_at	175.9	A
Man2b1	99562_at	1483.7	P
Wnt7b	92404_at	-67.7	A
Mybbp1a	98341_f_at	123.7	A
Rad23b	96103_f_at	1405.4	P
Pvrl2	99933_at	338.9	P
Alk	96506_at	579.6	P
Hist2h2ab	102557_at	140	P
Swap70	93218_at	196.3	P
Gdpd5	161094_r_at	67.2	A
Apoh	94318_at	-134.2	A
Msr1	94140_at	280.3	A
Cyb5r1	103922_f_at	1336.6	P
Gm10104	99551_f_at	-387.8	A
Ccni	161527_r_at	33.1	A
Nfkbia	101554_at	2307.5	P
Fgf11	102574_at	65.4	A
Smo	96812_at	1161.6	P
Plcb1	92465_at	159.6	A
BC018507	94979_at	670	P
D10Wsu159e	100748_at	9.8	A
2410015M20Rik	98039_at	3577.2	P
Otp	102074_at	370.5	M
Clca3	100623_at	73	A
Ifngr1	100552_at	400.1	A
Ephx2	93051_at	173.6	A
Klrb1c	93380_at	-16.8	A
Cd59b	100293_at	136.3	A
Ndufs6	96292_r_at	5288	P
Trip6	94948_at	1197.7	P
Pdxk	96519_at	109.1	A
C1qtnf1	162487_f_at	75.3	A
Rhpn1	99414_at	-298.6	A
Cdkn1a	94881_at	1218.2	P
Phox2b	98317_at	7.6	A
Phf7	162047_f_at	-220.3	A
Ufm1	92189_at	647.6	P
Myo5b	92254_at	-14.9	A
Bat3	93922_g_at	1926.6	P
Crk	94065_at	-44.7	A
Astn1	92702_at	-32.2	A
Pdcd6	95412_at	1738.7	P
Pou2f2	92305_s_at	-142.4	A
Znhit3	160060_at	-8.3	A
Ndc80	161017_at	627.6	P
Dab1	102972_s_at	379.3	P
Ankzf1	161770_f_at	7.4	A
Hapln1	92506_at	34.2	A
Sars2	161339_f_at	191.8	A
Egfl8	101345_at	-993.8	A
Ppp1r12c	161521_at	-115.2	A
Elf4	98289_at	423.7	P
Cyp27b1	99836_at	147.4	A
Prph	104751_at	-60	A
Wdfy2	103211_at	1716.5	P
Prdm1	92904_at	149.2	P
Grlf1	96208_at	1782.7	P
Cnbp	101087_r_at	-161.4	A
Klra2	98801_at	102.3	A
Pold3	103428_at	810.1	P
Ssr1	94511_at	406.3	P
Gpx2	99810_at	499	P
Mesp2	97092_at	208	A
Rexo2	94034_at	2244.5	P
Fcer1a	101209_at	-119	A
Mrps18a	104767_f_at	1806.9	P
Apobec2	97235_f_at	42.4	A
Nelf	99557_at	22.6	A
C78859	101596_at	348.7	A
Btg2	101583_at	2313.9	P
Jup	104121_at	168.1	A
Acvrl1	100450_r_at	59.4	A
Akt2	160558_at	904.7	P
Hoxa4	97745_at	-0.6	A
Stra13	93526_at	-46.9	A
Mbl1	101474_at	-56.5	A
Magea4	101807_at	11.3	A
2810025M15Rik	97374_at	1930.3	P
Rab14	97301_at	6508.7	P
Obfc2a	95655_at	211.3	P
Cbfb	93546_s_at	6280.7	P
Myl6b	92670_at	309.3	A
Ing4	99635_at	1313.2	P
Oaz2-ps	101000_at	1136.5	P
Cotl1	95466_at	531.4	P
Itm2a	93511_at	116.3	A
Hnrnpr	97491_at	1156.3	P
Ank	100948_at	4276.8	P
Pex11a	103660_at	267.2	A
Cwc22	96222_at	520.3	P
Zdhhc6	104583_at	951.6	P
Tacr2	94634_at	-90.8	A
Vmn2r37	100687_f_at	54.8	A
Inpp1	161407_i_at	1043.2	P
Sh2d1b1	101343_at	91.8	A
Car14	98079_at	-85.4	A
C80913	104589_at	1285.2	P
Cd27	102281_at	-237.7	A
Csk	94046_at	2895.4	P
